Rk,Unnamed: 1,Salary
1,Nikola Jokić,"$51,415,938"
2,Jamal Murray,"$36,016,200"
3,Michael Porter,"$35,859,950"
4,Aaron Gordon,"$22,841,455"
5,Zeke Nnaji,"$8,888,889"
6,Dario Šarić,"$5,168,000"
7,Russell Westbrook,"$3,303,771"
8,Christian Braun,"$3,089,640"
9,DaRon Holmes,"$3,065,640"
10,Julian Strawther,"$2,552,520"
11,Peyton Watson,"$2,413,560"
12,Vlatko Čančar,"$2,087,519"
13,DeAndre Jordan,"$2,087,519"
14,Hunter Tyson,"$1,891,857"
15,Jalen Pickett,"$1,891,857"
16,Trey Alexander,
17,PJ Hall,
18,Spencer Jones,
