Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Christian Braun,23,79,77,2675,8.6,14.8,0.58,1.6,4.0,0.397,7.0,10.7,0.648,0.634,3.2,3.8,0.827,1.8,5.6,7.4,3.7,1.5,0.7,1.5,3.1,21.9,133,118,
2,Michael Porter Jr.,26,77,77,2593,9.8,19.4,0.504,3.6,9.1,0.395,6.2,10.4,0.599,0.596,2.8,3.6,0.768,2.6,7.5,10.0,3.1,0.9,0.7,1.9,2.9,25.9,122,118,
3,Nikola Jokić,29,70,70,2571,14.7,25.5,0.576,2.6,6.2,0.417,12.1,19.3,0.627,0.627,6.8,8.4,0.8,3.7,12.9,16.7,13.4,2.4,0.8,4.3,3.0,38.7,133,111,"MVP-2,CPOY-2,AS,NBA1"
4,Jamal Murray,27,67,67,2418,10.6,22.3,0.474,3.1,7.9,0.393,7.5,14.4,0.518,0.543,4.3,4.9,0.886,0.9,4.3,5.2,8.0,1.8,0.7,2.7,2.5,28.6,120,118,
5,Russell Westbrook,36,75,36,2092,8.6,19.1,0.449,2.2,6.7,0.323,6.4,12.4,0.517,0.505,3.5,5.4,0.661,2.3,6.2,8.5,10.5,2.4,0.9,5.6,4.3,22.8,105,115,6MOY-7
6,Peyton Watson,22,68,18,1656,5.9,12.4,0.477,1.4,3.9,0.353,4.5,8.5,0.534,0.533,2.8,4.0,0.693,1.4,5.4,6.8,2.7,1.4,2.7,1.6,3.6,16.0,113,116,
7,Aaron Gordon,29,51,42,1447,8.8,16.5,0.531,2.5,5.7,0.436,6.3,10.8,0.582,0.607,4.8,5.9,0.81,2.7,5.5,8.2,5.5,0.8,0.5,2.4,2.7,24.9,129,120,
8,Julian Strawther,22,65,4,1384,7.3,16.9,0.432,3.3,9.3,0.349,4.0,7.5,0.535,0.529,2.6,3.1,0.822,0.6,4.3,4.9,2.9,1.4,0.6,2.0,5.2,20.4,109,119,
9,DeAndre Jordan,36,56,5,691,6.3,9.7,0.65,0.0,0.0,,6.3,9.7,0.65,0.65,1.9,4.5,0.422,5.8,13.9,19.8,3.7,1.1,1.9,2.8,5.1,14.5,121,112,
10,Jalen Pickett,25,49,4,666,5.6,13.0,0.428,2.9,7.3,0.396,2.7,5.7,0.468,0.539,0.4,0.6,0.75,1.1,4.0,5.1,7.7,1.4,0.4,1.7,2.7,14.4,120,119,
11,Zeke Nnaji,24,57,4,608,5.5,11.2,0.496,1.3,4.1,0.327,4.2,7.0,0.596,0.557,2.1,3.5,0.614,2.6,4.5,7.1,1.8,2.0,3.0,1.1,4.9,14.6,120,114,
12,Hunter Tyson,24,51,2,400,5.4,14.4,0.375,2.8,8.9,0.311,2.6,5.5,0.478,0.471,2.5,3.4,0.75,3.0,6.4,9.4,2.4,1.2,0.7,1.7,5.3,16.1,109,118,
13,Dario Šarić,30,16,4,210,4.8,13.3,0.362,1.6,6.0,0.269,3.2,7.3,0.438,0.422,1.6,2.3,0.7,3.2,8.2,11.4,5.3,1.6,0.2,3.4,4.4,12.8,97,116,
14,Vlatko Čančar,27,13,0,136,3.5,9.2,0.385,1.4,5.3,0.267,2.1,3.9,0.545,0.462,0.0,0.0,,2.1,9.2,11.3,3.2,1.1,0.7,3.9,3.5,8.5,83,116,
15,Spencer Jones,23,20,0,125,4.2,13.1,0.324,0.4,6.5,0.059,3.8,6.5,0.588,0.338,1.2,1.2,1.0,3.1,3.5,6.5,1.9,1.9,1.9,1.9,6.5,10.0,86,116,
16,Trey Alexander,21,24,0,117,5.3,16.9,0.317,1.2,7.0,0.176,4.1,9.9,0.417,0.354,1.2,1.6,0.75,0.4,4.5,4.9,4.5,0.8,0.4,2.1,4.1,13.2,84,120,
17,PJ Hall,22,19,0,66,10.2,17.5,0.583,1.5,5.8,0.25,8.7,11.7,0.75,0.625,2.2,2.9,0.75,4.4,11.7,16.0,2.9,0.0,2.9,1.5,8.0,24.0,131,114,
