Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19855,3724,7360,0.506,984,2619,0.376,2740,4741,0.578,1470,1909,0.77,919,2832,3751,2542,656,402,1169,1444,9902
Team/G,,242.1,45.4,89.8,0.506,12.0,31.9,0.376,33.4,57.8,0.578,17.9,23.3,0.77,11.2,34.5,45.7,31.0,8.0,4.9,14.3,17.6,120.8
Lg Rank,,4,1,16,1.0,28,30,5.0,1,1,2.0,4,1,23.0,12,3,4,1,17,15,17,6,3
Year/Year,,0.8%,3.2%,1.1%,0.01,2.7%,2.3%,0.001,3.3%,0.5%,0.016,18.5%,17.3%,0.008,4.3%,2.5%,2.9%,5.3%,12.1%,-12.0%,12.8%,-3.0%,5.1%
Opponent,82.0,19855,3554,7629,0.466,1156,3170,0.365,2398,4459,0.538,1319,1697,0.777,963,2518,3481,2379,717,420,1062,1562,9583
Opponent/G,,242.1,43.3,93.0,0.466,14.1,38.7,0.365,29.2,54.4,0.538,16.1,20.7,0.777,11.7,30.7,42.5,29.0,8.7,5.1,13.0,19.0,116.9
Lg Rank,,4,24,29,13.0,20,21,22.0,24,28,11.0,8,8,13.0,25,1,6,29,21,19,25,9,25
Year/Year,,0.8%,6.7%,5.8%,0.004,25.8%,22.5%,0.009,-0.6%,-3.5%,0.016,-6.1%,-6.7%,0.005,7.7%,-2.1%,0.4%,12.9%,24.0%,6.6%,4.7%,6.5%,6.6%
