Rk,Unnamed: 1,Salary
1,Giannis Antetokounmpo,"$39,344,970"
2,Khris Middleton,"$35,500,000"
3,Jrue Holiday,"$30,133,333"
4,Brook Lopez,"$13,302,325"
5,Serge Ibaka,"$9,720,900"
6,Pat Connaughton,"$5,333,333"
7,Bobby Portis,"$4,347,600"
8,Grayson Allen,"$4,054,695"
9,George Hill,"$4,000,000"
10,Jon Leuer,"$3,169,347"
11,Wesley Matthews,"$1,958,501"
12,Larry Sanders,"$1,865,547"
13,Thanasis Antetokounmpo,"$1,729,217"
14,Jordan Nwora,"$1,517,981"
15,DeMarcus Cousins,"$607,285"
16,DeAndre' Bembry,"$601,867"
17,Georgios Kalaitzakis,"$462,629"
18,Jevon Carter,"$457,149"
19,Greg Monroe,"$138,019"
20,Langston Galloway,"$128,709"
21,Luke Kornet,"$102,831"
22,Jeff Dowtin,"$53,176"
23,Javin DeLaurier,"$53,176"
24,Luca Vildoza,"$42,789"
25,Rayjon Tucker,"$28,779"
26,Sandro Mamukelashvili,$0
27,Justin Robinson,$0
28,Javonte Smart,$0
29,Lindell Wigginton,$0
