Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Jrue Holiday,31.0,PG,12,12,463,13.8,0.461,0.336,0.132,2.8,11.8,7.4,27.6,2.2,1.5,12.0,26.4,-0.4,1.0,0.6,0.058,0.9,0.7,1.6,0.4,
2.0,Giannis Antetokounmpo,27.0,PF,12,12,448,26.8,0.552,0.144,0.47,6.2,31.8,19.4,36.9,0.9,3.4,13.6,38.5,0.6,1.1,1.7,0.178,6.5,4.0,10.4,1.4,
3.0,Wesley Matthews,35.0,SG,12,12,345,7.3,0.544,0.703,0.141,2.8,8.0,5.5,5.6,1.3,0.9,8.1,9.3,0.2,0.6,0.8,0.105,-2.1,1.8,-0.3,0.1,
4.0,Brook Lopez,33.0,C,12,12,332,15.0,0.566,0.275,0.225,8.6,13.1,11.0,3.7,0.9,5.5,8.9,16.1,0.4,0.7,1.1,0.159,-0.4,1.4,1.0,0.2,
5.0,Pat Connaughton,29.0,SF,12,0,318,12.2,0.632,0.727,0.057,1.0,14.9,8.2,5.2,0.8,1.3,7.2,13.2,0.4,0.6,1.0,0.144,1.0,1.2,2.2,0.3,
6.0,Grayson Allen,26.0,SG,12,5,305,10.3,0.576,0.585,0.134,1.7,9.7,5.9,7.2,1.3,1.3,9.4,13.6,0.2,0.5,0.7,0.115,-1.0,1.2,0.2,0.2,
7.0,Bobby Portis,26.0,C,12,5,298,13.7,0.509,0.409,0.191,8.9,31.6,20.6,4.7,0.8,1.0,11.4,20.4,0.0,0.7,0.6,0.101,-0.2,-0.3,-0.5,0.1,
8.0,Jevon Carter,26.0,PG,11,0,126,8.6,0.578,0.368,0.105,2.5,10.2,6.5,10.9,3.1,0.0,23.2,8.9,0.0,0.3,0.3,0.109,-4.2,3.0,-1.2,0.0,
9.0,George Hill,35.0,PG,5,0,76,0.5,0.425,0.4,0.4,1.4,6.5,4.0,5.0,0.0,0.0,14.5,3.9,0.0,0.1,0.1,0.056,-7.3,-0.7,-8.0,-0.1,
10.0,Khris Middleton,30.0,SF,2,2,72,10.5,0.573,0.583,0.125,1.5,12.4,7.1,29.3,2.0,0.0,30.3,21.8,-0.1,0.1,0.1,0.035,-0.9,1.9,0.9,0.1,
11.0,Serge Ibaka,32.0,C,6,0,22,-3.9,0.267,0.188,0.125,9.7,36.0,23.3,0.0,0.0,0.0,10.6,37.2,-0.2,0.0,-0.2,-0.355,-13.3,-7.7,-21.1,-0.1,
12.0,Thanasis Antetokounmpo,29.0,SF,8,0,20,11.2,0.579,0.0,1.0,5.3,14.8,10.2,7.1,2.4,0.0,0.0,9.4,0.0,0.0,0.1,0.178,-3.9,3.2,-0.7,0.0,
13.0,Jordan Nwora,23.0,SF,8,0,20,-3.2,0.202,0.444,0.222,0.0,14.8,7.7,14.2,0.0,0.0,0.0,21.4,-0.1,0.0,-0.1,-0.206,-8.2,-2.9,-11.1,0.0,
14.0,Rayjon Tucker,24.0,SG,8,0,19,1.7,0.333,0.333,0.0,5.6,10.4,8.1,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.035,-7.3,-0.6,-7.8,0.0,
15.0,Luca Vildoza,26.0,PG,7,0,17,17.9,0.417,0.833,0.0,6.3,5.8,6.0,34.4,5.7,0.0,0.0,15.3,0.0,0.0,0.1,0.21,0.6,5.0,5.5,0.0,
,Team Totals,,,12,12,2881,,0.529,0.367,0.236,,,,,,,,,1.0,5.8,6.7,0.112,0.2,1.5,1.7,2.7,
