Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19880,3398,7338,0.463,997,2899,0.344,2401,4439,0.541,1347,1754,0.768,925,2671,3596,2081,582,457,1183,1675,9140
Team/G,,242.4,41.4,89.5,0.463,12.2,35.4,0.344,29.3,54.1,0.541,16.4,21.4,0.768,11.3,32.6,43.9,25.4,7.1,5.6,14.4,20.4,111.5
Lg Rank,,3,12,7,17.0,16,15,25.0,9,11,13.0,20,18,19.0,5,26,21,9,24,4,23,24,14
Year/Year,,0.0%,-4.2%,-1.9%,-0.011,-1.5%,4.1%,-0.02,-5.3%,-5.4%,0.001,-0.0%,3.2%,-0.024,25.3%,-3.2%,2.8%,-7.4%,-16.4%,-12.8%,6.5%,1.2%,-3.3%
Opponent,82.0,19880,3485,7212,0.483,985,2645,0.372,2500,4567,0.547,1470,1845,0.797,833,2702,3535,2058,664,401,1087,1575,9425
Opponent/G,,242.4,42.5,88.0,0.483,12.0,32.3,0.372,30.5,55.7,0.547,17.9,22.5,0.797,10.2,33.0,43.1,25.1,8.1,4.9,13.3,19.2,114.9
Lg Rank,,3,27,14,30.0,11,4,30.0,29,27,26.0,24,20,29.0,12,7,8,18,24,20,19,22,26
Year/Year,,0.0%,-0.5%,-3.7%,0.015,4.5%,2.5%,0.007,-2.4%,-7.0%,0.026,-2.6%,-4.4%,0.015,-10.0%,-7.1%,-7.8%,-3.7%,9.0%,-7.3%,-10.5%,5.9%,-0.4%
