Rk,Unnamed: 1,Salary
1,Buddy Hield,"$22,477,273"
2,Malcolm Brogdon,"$21,700,000"
3,Ricky Rubio,"$17,800,000"
4,Myles Turner,"$17,500,000"
5,T.J. Warren,"$12,690,000"
6,Tristan Thompson,"$8,946,611"
7,T.J. McConnell,"$7,500,000"
8,Jalen Smith,"$4,458,000"
9,Tyrese Haliburton,"$4,023,600"
10,Chris Duarte,"$3,749,520"
11,Goga Bitadze,"$3,098,400"
12,Isaiah Jackson,"$2,451,120"
13,Monta Ellis,"$2,245,400"
14,Oshae Brissett,"$1,701,593"
15,Lance Stephenson,"$1,476,806"
16,Duane Washington,"$950,000"
17,Brad Wanamaker,"$715,538"
18,Terry Taylor,"$600,000"
19,Keifer Sykes,"$558,345"
20,Justin Anderson,"$334,371"
21,Reggie Perry,"$85,578"
22,Nate Hinton,"$85,578"
23,Ahmad Caver,"$53,176"
24,DeJon Jarreau,$0
25,Gabe York,$0
