Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Nickeil Alexander-Walker,24.0,SG,23,0,356,0.384,0.415,0.361,0.488,0.619,0.503,0.168,0.576,81,76,100.0,89,79.0,87,63,149,-14.3,-21.1,
2.0,Kyle Anderson,29.0,PF,69,46,1957,0.509,0.536,0.41,0.553,0.735,0.583,0.275,0.212,107,98,114.0,101,94.0,100,103,55,7.2,2.0,
3.0,Mike Conley,35.0,PG,24,24,753,0.46,0.515,0.42,0.583,0.863,0.631,0.311,0.587,97,94,117.0,107,110.0,109,117,152,17.7,26.5,
4.0,Anthony Edwards,21.0,SG,79,79,2842,0.459,0.513,0.369,0.528,0.756,0.564,0.274,0.375,97,94,102.0,97,97.0,97,103,97,-53.5,-61.3,AS
5.0,Bryn Forbes,29.0,SG,25,0,268,0.361,0.432,0.304,0.446,1.0,0.497,0.181,0.554,76,79,84.0,82,128.0,85,68,143,-16.5,-15.2,
6.0,Luka Garza,24.0,C,28,0,243,0.543,0.636,0.359,0.603,0.788,0.652,0.448,0.336,114,116,100.0,111,101.0,112,168,87,13.5,19.5,
7.0,Rudy Gobert,30.0,C,70,70,2148,0.659,0.663,0.0,0.659,0.644,0.675,0.623,0.005,139,121,0.0,121,82.0,116,234,1,124.6,130.4,
8.0,Nathan Knight,25.0,C,38,0,291,0.568,0.644,0.364,0.617,0.684,0.655,0.704,0.272,119,118,101.0,113,88.0,113,264,70,11.7,15.7,
9.0,A.J. Lawson,22.0,SG,1,0,2,1.0,1.0,,1.0,,1.0,0.0,0.0,210,183,,183,,172,0,0,0.9,0.8,
10.0,Jaden McDaniels,22.0,SF,79,79,2416,0.517,0.588,0.398,0.591,0.736,0.611,0.201,0.376,109,107,110.0,108,94.0,105,75,97,66.2,47.0,
11.0,Jordan McLaughlin,26.0,PG,43,0,678,0.421,0.552,0.308,0.503,0.833,0.526,0.124,0.538,88,101,85.0,92,107.0,91,47,139,-12.1,-16.8,
12.0,Josh Minott,20.0,SF,15,0,96,0.5,0.533,0.333,0.528,1.0,0.582,0.222,0.167,105,97,92.0,97,128.0,100,83,43,-1.3,0.1,
13.0,Wendell Moore Jr.,21.0,SG,29,2,153,0.419,0.615,0.118,0.442,0.8,0.465,0.116,0.395,88,112,33.0,81,102.0,80,44,102,-8.9,-10.5,
14.0,Jaylen Nowell,23.0,SG,65,2,1252,0.448,0.542,0.289,0.502,0.778,0.527,0.158,0.371,94,99,80.0,92,99.0,91,59,96,-54.6,-73.2,
15.0,Taurean Prince,28.0,PF,54,4,1192,0.467,0.557,0.381,0.565,0.844,0.597,0.203,0.512,98,102,106.0,104,108.0,103,76,132,14.7,13.0,
16.0,Naz Reid,23.0,C,68,11,1251,0.537,0.653,0.346,0.602,0.677,0.617,0.22,0.376,113,119,96.0,110,87.0,106,83,97,65.8,45.3,
17.0,Austin Rivers,30.0,SG,52,10,1016,0.435,0.558,0.35,0.538,0.769,0.564,0.187,0.589,92,102,97.0,99,98.0,97,70,152,-2.9,-7.9,
18.0,D'Angelo Russell,26.0,PG,54,54,1778,0.465,0.546,0.391,0.567,0.856,0.604,0.23,0.521,98,100,108.0,104,110.0,104,86,135,31.2,36.4,
19.0,Matt Ryan,25.0,SF,22,0,181,0.424,0.6,0.388,0.585,0.857,0.604,0.119,0.831,89,110,107.0,107,110.0,104,45,214,4.7,2.8,
20.0,Karl-Anthony Towns,27.0,PF,29,29,957,0.495,0.576,0.366,0.565,0.874,0.618,0.315,0.383,104,105,101.0,104,112.0,106,118,99,17.3,35.4,
,Team Totals,,,82,82,19830,0.49,0.568,0.365,0.56,0.755,0.592,0.271,0.381,103,104,101.0,103,97.0,102,102,98,211.4,168.9,
