Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Nickeil Alexander-Walker,24.0,SG,5,4,148,0.429,0.5,0.4,0.571,0.667,0.578,0.086,0.714,90.0,91.0,111.0,105.0,85.0,99.0,32.0,184.0,
2.0,Kyle Anderson,29.0,PF,4,0,104,0.5,0.542,0.333,0.533,1.0,0.551,0.067,0.2,105.0,99.0,92.0,98.0,128.0,95.0,25.0,52.0,
3.0,Mike Conley,35.0,PG,5,5,183,0.476,0.5,0.455,0.595,0.909,0.64,0.262,0.524,100.0,91.0,126.0,109.0,116.0,110.0,98.0,135.0,
4.0,Anthony Edwards,21.0,SG,5,5,199,0.482,0.563,0.349,0.548,0.846,0.602,0.342,0.377,101.0,103.0,97.0,101.0,108.0,104.0,128.0,97.0,
5.0,Rudy Gobert,30.0,C,5,5,177,0.63,0.63,,0.63,0.63,0.648,0.587,0.0,133.0,115.0,,116.0,81.0,111.0,220.0,0.0,
6.0,Nathan Knight,25.0,C,2,0,5,0.25,0.5,0.0,0.25,,0.25,0.0,0.5,53.0,91.0,0.0,46.0,,43.0,0.0,129.0,
7.0,Jordan McLaughlin,26.0,PG,2,0,14,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,129.0,
8.0,Josh Minott,20.0,SF,1,0,6,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,258.0,
9.0,Wendell Moore Jr.,21.0,SG,1,0,2,,,,,,,,,,,,,,,,,
10.0,Jaylen Nowell,23.0,SG,5,0,62,0.231,0.176,0.333,0.288,0.5,0.298,0.077,0.346,49.0,32.0,92.0,53.0,64.0,51.0,29.0,89.0,
11.0,Taurean Prince,28.0,PF,5,1,100,0.364,0.333,0.381,0.485,0.778,0.528,0.273,0.636,76.0,61.0,106.0,89.0,99.0,91.0,102.0,164.0,
12.0,Austin Rivers,30.0,SG,4,0,46,0.5,1.0,0.333,0.625,,0.625,0.0,0.75,105.0,183.0,92.0,115.0,,108.0,0.0,194.0,
13.0,Karl-Anthony Towns,27.0,PF,5,5,180,0.457,0.565,0.25,0.5,0.75,0.553,0.4,0.343,96.0,103.0,69.0,92.0,96.0,95.0,150.0,88.0,
,Team Totals,,,5,5,1226,0.458,0.528,0.348,0.525,0.769,0.565,0.293,0.39,96.0,96.0,96.0,96.0,98.0,97.0,110.0,101.0,
