Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Anthony Edwards,21.0,79,79,2842,707,1541,0.459,213,578,0.369,494,963,0.513,0.528,319,422,0.756,47,411,458,350,125,58,259,186,1946,0,AS
2.0,Jaden McDaniels,22.0,79,79,2416,370,716,0.517,107,269,0.398,263,447,0.588,0.591,106,144,0.736,92,215,307,148,74,76,112,272,953,0,
3.0,Rudy Gobert,30.0,70,70,2148,360,546,0.659,0,3,0.0,360,543,0.663,0.659,219,340,0.644,231,583,814,87,56,95,122,210,939,0,
4.0,Kyle Anderson,29.0,69,46,1957,252,495,0.509,43,105,0.41,209,390,0.536,0.553,100,136,0.735,66,302,368,335,78,63,103,146,647,3,
5.0,D'Angelo Russell,26.0,54,54,1778,338,727,0.465,148,379,0.391,190,348,0.546,0.567,143,167,0.856,28,137,165,334,60,21,147,117,967,0,
6.0,Jaylen Nowell,23.0,65,2,1252,280,625,0.448,67,232,0.289,213,393,0.542,0.502,77,99,0.778,36,134,170,132,42,5,65,101,704,0,
7.0,Naz Reid,23.0,68,11,1251,310,577,0.537,75,217,0.346,235,360,0.653,0.602,86,127,0.677,73,260,333,77,42,53,92,176,781,0,
8.0,Taurean Prince,28.0,54,4,1192,177,379,0.467,74,194,0.381,103,185,0.557,0.565,65,77,0.844,15,117,132,84,28,15,69,123,493,0,
9.0,Austin Rivers,30.0,52,10,1016,91,209,0.435,43,123,0.35,48,86,0.558,0.538,30,39,0.769,5,78,83,75,28,4,23,80,255,0,
10.0,Karl-Anthony Towns,27.0,29,29,957,212,428,0.495,60,164,0.366,152,264,0.576,0.565,118,135,0.874,48,188,236,140,20,17,86,111,602,0,
11.0,Mike Conley,35.0,24,24,753,108,235,0.46,58,138,0.42,50,97,0.515,0.583,63,73,0.863,16,59,75,120,29,4,29,45,337,0,
12.0,Jordan McLaughlin,26.0,43,0,678,61,145,0.421,24,78,0.308,37,67,0.552,0.503,15,18,0.833,15,47,62,148,32,4,33,28,161,0,
13.0,Nickeil Alexander-Walker,24.0,23,0,356,48,125,0.384,26,72,0.361,22,53,0.415,0.488,13,21,0.619,7,35,42,32,8,7,10,30,135,0,
14.0,Nathan Knight,25.0,38,0,291,46,81,0.568,8,22,0.364,38,59,0.644,0.617,39,57,0.684,22,34,56,13,10,6,21,41,139,0,
15.0,Bryn Forbes,29.0,25,0,268,30,83,0.361,14,46,0.304,16,37,0.432,0.446,15,15,1.0,4,11,15,17,7,2,12,22,89,0,
16.0,Luka Garza,24.0,28,0,243,63,116,0.543,14,39,0.359,49,77,0.636,0.603,41,52,0.788,33,30,63,18,3,2,14,43,181,0,
17.0,Matt Ryan,25.0,22,0,181,25,59,0.424,19,49,0.388,6,10,0.6,0.585,6,7,0.857,2,10,12,12,3,1,4,13,75,0,
18.0,Wendell Moore Jr.,21.0,29,2,153,18,43,0.419,2,17,0.118,16,26,0.615,0.442,4,5,0.8,4,14,18,18,8,5,8,13,42,0,
19.0,Josh Minott,20.0,15,0,96,18,36,0.5,2,6,0.333,16,30,0.533,0.528,8,8,1.0,5,20,25,5,4,6,3,10,46,0,
20.0,A.J. Lawson,22.0,1,0,2,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,1,1,0,0,0,0,1,2,0,
,Team Totals,,82,82,19830,3515,7167,0.49,997,2731,0.365,2518,4436,0.568,0.56,1467,1942,0.755,749,2686,3435,2145,657,444,1212,1768,9494,3,
