Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,James Harden,34.0,6,6,242,40,89,0.449,18,47,0.383,22,42,0.524,0.551,29,32,0.906,3,24,27,48,6,6,14,13,127,0,
2.0,Paul George,33.0,6,6,222,39,95,0.411,18,49,0.367,21,46,0.457,0.505,21,25,0.84,3,38,41,29,7,3,14,22,117,0,
3.0,Ivica Zubac,26.0,6,6,192,42,70,0.6,0,0,,42,70,0.6,0.6,13,20,0.65,18,38,56,6,5,3,8,21,97,0,
4.0,Terance Mann,27.0,6,6,187,19,46,0.413,10,22,0.455,9,24,0.375,0.522,8,8,1.0,17,13,30,11,0,0,5,19,56,0,
5.0,Norman Powell,30.0,6,0,179,26,61,0.426,13,29,0.448,13,32,0.406,0.533,12,15,0.8,3,14,17,2,3,0,7,20,77,0,
6.0,Russell Westbrook,35.0,6,0,114,13,50,0.26,4,17,0.235,9,33,0.273,0.3,8,13,0.615,6,19,25,10,7,3,10,11,38,0,
7.0,Amir Coffey,26.0,6,3,112,7,22,0.318,3,11,0.273,4,11,0.364,0.386,0,0,,2,8,10,2,2,1,5,6,17,0,
8.0,Mason Plumlee,33.0,6,0,66,7,18,0.389,0,0,,7,18,0.389,0.389,5,8,0.625,7,13,20,4,3,2,2,13,19,0,
9.0,Kawhi Leonard,32.0,2,2,59,11,24,0.458,0,5,0.0,11,19,0.579,0.458,2,3,0.667,3,13,16,4,4,1,4,3,24,0,
10.0,P.J. Tucker,38.0,2,1,31,4,6,0.667,3,4,0.75,1,2,0.5,0.917,0,0,,3,0,3,0,0,0,3,6,11,0,
11.0,Bones Hyland,23.0,3,0,12,3,7,0.429,1,5,0.2,2,2,1.0,0.5,4,4,1.0,0,2,2,4,0,0,1,0,11,0,
12.0,Brandon Boston Jr.,22.0,3,0,10,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,1,1,2,1,0,0,0,2,5,0,
13.0,Kobe Brown,24.0,3,0,10,0,0,,0,0,,0,0,,,0,0,,1,1,2,0,0,0,0,1,0,0,
14.0,Daniel Theis,31.0,1,0,4,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,,0,1,1,0,0,0,0,0,3,0,
,Team Totals,,6,6,1440,214,493,0.434,71,190,0.374,143,303,0.472,0.506,103,130,0.792,67,185,252,121,37,19,73,137,602,0,
