unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Coby White,35:16,7,15,.467,3,10,.300,7,10,.700,0,5,5,6,1,0,5,1,24,16.4,-1,True,,CHI,NOP,NOP,CHI,False,True,58e0e7375b252e5202f4f33a5f4418a051afb59d,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Josh Giddey,35:03,6,12,.500,4,10,.400,5,6,.833,0,7,7,6,0,0,5,3,21,14.7,-13,True,,CHI,NOP,NOP,CHI,False,True,f18a1e95d9204ab842d301a516e2bfa11c8b3d79,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Ayo Dosunmu,32:10,11,16,.688,2,4,.500,4,5,.800,1,1,2,1,0,0,1,1,28,21.1,+6,True,,CHI,NOP,NOP,CHI,False,True,f729cd58f2bbdc18978d69fa62febf6efea24047,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Patrick Williams,27:26,2,9,.222,2,7,.286,0,0,,0,4,4,2,0,0,1,3,6,0.9,-7,True,,CHI,NOP,NOP,CHI,False,True,e2362d22b34750dd42e0ae54cf1bb055c32a6704,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Matas Buzelis,21:15,4,8,.500,2,5,.400,0,0,,0,4,4,0,0,2,2,3,10,5.4,-23,True,,CHI,NOP,NOP,CHI,False,True,ee4a8ef1428f252ebedc72186c6008e589cda32f,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,CHI,NOP,NOP,CHI,False,True,9958ec964f785f7ca581ccd825a9ce8ff4430707,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Tre Jones,27:39,2,4,.500,0,1,.000,6,9,.667,1,1,2,11,0,0,0,3,10,14.3,-10,True,,CHI,NOP,NOP,CHI,False,True,7603de9be286ba4eedebfd2367baa5b688f4d9f8,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Jalen Smith,26:21,4,6,.667,3,5,.600,2,2,1.000,1,5,6,1,0,0,2,3,13,10.1,+3,True,,CHI,NOP,NOP,CHI,False,True,cf70bb655e4908a35c88e1d2021313d51b9b7590,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Jevon Carter,18:04,4,7,.571,3,6,.500,0,0,,0,1,1,1,1,0,0,2,11,8.9,-13,True,,CHI,NOP,NOP,CHI,False,True,62577faf1d8c70e967bc091f55aefd2c42ba2a9b,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Julian Phillips,14:37,3,3,1.000,1,1,1.000,0,0,,1,1,2,1,1,1,1,1,7,8.1,-1,True,,CHI,NOP,NOP,CHI,False,True,345e2af1f57c9f724b65a9b51262d3f3d863a206,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Noa Essengue,2:09,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-0.8,-6,True,,CHI,NOP,NOP,CHI,False,True,035c81c4e1031fce6e5dd23a519dc9c4b502c700,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Emanuel Miller,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,CHI,NOP,NOP,CHI,False,True,7f339cd63e1e8672e94512c52c682ccb7f937611,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Lachlan Olbrich,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,CHI,NOP,NOP,CHI,False,True,6db92c5237cd9e86f026a11c6b2d22c6cd277697,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
Team Totals,240,43,82,.524,20,50,.400,24,32,.750,4,29,33,29,4,3,17,21,130,,,True,,CHI,NOP,NOP,CHI,False,True,e92723378053c9e740fd0e878013249868d3619a,202511240NOP,"Chicago Bulls at New Orleans Pelicans Box Score, November 24, 2025",2026-01-20T14:09:03.272575,box-CHI-game-basic
