unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Matas Buzelis,34:21,6,16,.375,2,8,.250,3,6,.500,3,5,8,3,0,0,3,1,17,9.3,-11,True,,CHI,CHO,CHI,CHO,True,False,ee4a8ef1428f252ebedc72186c6008e589cda32f,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Nikola Vučević,33:59,11,15,.733,3,4,.750,3,4,.750,0,7,7,8,0,1,2,2,28,27.1,-9,True,,CHI,CHO,CHI,CHO,True,False,dba432b77da2352efa33b0859917c2c508f7e876,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Tre Jones,27:56,4,10,.400,0,1,.000,2,2,1.000,0,2,2,8,1,0,1,1,10,10.4,-8,True,,CHI,CHO,CHI,CHO,True,False,7603de9be286ba4eedebfd2367baa5b688f4d9f8,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Isaac Okoro,27:10,1,5,.200,0,4,.000,0,0,,0,2,2,1,1,0,1,3,2,-1.0,-4,True,,CHI,CHO,CHI,CHO,True,False,79b86941507ac0ab87062b69b44bf81b80912238,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Jalen Smith,15:01,4,5,.800,1,2,.500,0,0,,2,3,5,1,0,3,1,0,9,11.2,+6,True,,CHI,CHO,CHI,CHO,True,False,cf70bb655e4908a35c88e1d2021313d51b9b7590,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,CHI,CHO,CHI,CHO,True,False,9958ec964f785f7ca581ccd825a9ce8ff4430707,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Kevin Huerter,30:32,3,11,.273,1,7,.143,2,2,1.000,0,11,11,7,1,1,0,1,9,12.0,0,True,,CHI,CHO,CHI,CHO,True,False,f14bf71bbbe2a5e59953a1090a1a53372e76a8f7,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Ayo Dosunmu,27:53,7,12,.583,2,5,.400,0,0,,0,4,4,4,1,0,2,1,16,13.0,-10,True,,CHI,CHO,CHI,CHO,True,False,f729cd58f2bbdc18978d69fa62febf6efea24047,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Julian Phillips,15:05,1,3,.333,1,3,.333,0,0,,1,0,1,0,4,0,1,2,3,4.2,-15,True,,CHI,CHO,CHI,CHO,True,False,345e2af1f57c9f724b65a9b51262d3f3d863a206,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Patrick Williams,14:58,0,7,.000,0,5,.000,0,0,,0,3,3,0,1,0,0,2,0,-3.8,-14,True,,CHI,CHO,CHI,CHO,True,False,e2362d22b34750dd42e0ae54cf1bb055c32a6704,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Dalen Terry,13:05,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,3,5,2.5,0,True,,CHI,CHO,CHI,CHO,True,False,8da882ee56eeffc278fd3e1565a9a0acab630b8d,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Jevon Carter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,CHI,CHO,CHI,CHO,True,False,62577faf1d8c70e967bc091f55aefd2c42ba2a9b,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Lachlan Olbrich,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,CHI,CHO,CHI,CHO,True,False,6db92c5237cd9e86f026a11c6b2d22c6cd277697,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
Team Totals,240,39,87,.448,11,41,.268,10,14,.714,6,37,43,32,9,5,11,16,99,,,True,,CHI,CHO,CHI,CHO,True,False,e92723378053c9e740fd0e878013249868d3619a,202601030CHI,"Charlotte Hornets at Chicago Bulls Box Score, January 3, 2026",2026-01-20T14:42:14.218981,box-CHI-game-basic
