unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Ayo Dosunmu,36:44,6,13,.462,4,6,.667,2,2,1.000,0,3,3,7,1,0,4,5,18,12.1,+8,True,,CHI,ORL,ORL,CHI,False,True,f729cd58f2bbdc18978d69fa62febf6efea24047,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Josh Giddey,35:39,8,14,.571,3,6,.500,3,5,.600,1,8,9,6,3,1,8,2,22,16.8,+5,True,,CHI,ORL,ORL,CHI,False,True,f18a1e95d9204ab842d301a516e2bfa11c8b3d79,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Matas Buzelis,35:38,7,16,.438,2,7,.286,5,6,.833,2,4,6,4,2,3,0,3,21,20.5,+5,True,,CHI,ORL,ORL,CHI,False,True,ee4a8ef1428f252ebedc72186c6008e589cda32f,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Nikola Vučević,34:29,9,13,.692,1,2,.500,1,2,.500,4,7,11,5,2,0,2,4,20,20.9,+12,True,,CHI,ORL,ORL,CHI,False,True,dba432b77da2352efa33b0859917c2c508f7e876,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Kevin Huerter,5:41,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,+2,True,,CHI,ORL,ORL,CHI,False,True,f14bf71bbbe2a5e59953a1090a1a53372e76a8f7,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,CHI,ORL,ORL,CHI,False,True,9958ec964f785f7ca581ccd825a9ce8ff4430707,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Tre Jones,29:43,7,10,.700,2,3,.667,4,5,.800,0,1,1,3,0,0,1,1,20,16.4,-16,True,,CHI,ORL,ORL,CHI,False,True,7603de9be286ba4eedebfd2367baa5b688f4d9f8,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Julian Phillips,20:30,4,7,.571,1,4,.250,1,2,.500,2,1,3,0,0,0,0,3,10,6.8,+9,True,,CHI,ORL,ORL,CHI,False,True,345e2af1f57c9f724b65a9b51262d3f3d863a206,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Patrick Williams,18:20,2,7,.286,2,4,.500,0,0,,0,6,6,1,0,0,2,0,6,2.4,-18,True,,CHI,ORL,ORL,CHI,False,True,e2362d22b34750dd42e0ae54cf1bb055c32a6704,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Lachlan Olbrich,12:01,0,1,.000,0,0,,0,0,,1,3,4,2,0,0,1,4,0,-0.3,-17,True,,CHI,ORL,ORL,CHI,False,True,6db92c5237cd9e86f026a11c6b2d22c6cd277697,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Emanuel Miller,6:37,1,2,.500,1,2,.500,0,0,,0,0,0,2,1,0,0,1,3,4.0,-9,True,,CHI,ORL,ORL,CHI,False,True,7f339cd63e1e8672e94512c52c682ccb7f937611,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Jevon Carter,4:38,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,2,0,0,-3.4,-6,True,,CHI,ORL,ORL,CHI,False,True,62577faf1d8c70e967bc091f55aefd2c42ba2a9b,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Trentyn Flowers,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,CHI,ORL,ORL,CHI,False,True,c38c9838809e25efb2b1e3d294d85a0fb3bbe8d7,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
Team Totals,240,44,88,.500,16,37,.432,16,22,.727,10,33,43,30,9,4,21,23,120,,,True,,CHI,ORL,ORL,CHI,False,True,e92723378053c9e740fd0e878013249868d3619a,202512010ORL,"Chicago Bulls at Orlando Magic Box Score, December 1, 2025",2026-01-20T14:15:08.825243,box-CHI-game-basic
