Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Jerami Grant,28.0,PF,63,63,2246,0.475,13.9,0.607,0.264,0.141,0.085,0.103,0.393,0.523,0.68,0.419,0.397,0.383,0.401,0.569,0.944,0.083,70,0.357,0.375,0,0,
2.0,Anfernee Simons,23.0,SG,62,62,2171,0.447,17.9,0.462,0.166,0.124,0.092,0.08,0.538,0.528,0.647,0.431,0.542,0.417,0.377,0.29,0.684,0.029,26,0.107,0.4,1,0,
3.0,Damian Lillard,32.0,PG,58,58,2107,0.463,17.5,0.453,0.231,0.103,0.049,0.057,0.547,0.574,0.673,0.452,0.525,0.493,0.371,0.157,0.5,0.012,10,0.058,0.395,2,0,"CPOY-10,AS,NBA3"
4.0,Shaedon Sharpe,19.0,SG,80,15,1779,0.472,15.0,0.563,0.285,0.114,0.049,0.111,0.437,0.559,0.708,0.392,0.313,0.444,0.36,0.549,0.882,0.108,62,0.322,0.407,2,0,
5.0,Josh Hart,27.0,SF,51,51,1704,0.504,10.6,0.691,0.455,0.132,0.072,0.033,0.309,0.594,0.715,0.438,0.269,0.25,0.304,0.47,1.0,0.019,7,0.438,0.327,0,0,
6.0,Drew Eubanks,25.0,C,78,28,1584,0.641,5.8,0.946,0.491,0.314,0.108,0.024,0.054,0.655,0.756,0.562,0.5,0.375,0.389,0.773,1.0,0.263,74,0.167,0.0,0,0,
7.0,Jusuf Nurkić,28.0,C,52,52,1391,0.519,8.6,0.764,0.451,0.279,0.018,0.016,0.236,0.567,0.645,0.447,0.556,0.5,0.361,0.594,1.0,0.044,21,0.126,0.333,0,0,
8.0,Trendon Watford,22.0,PF,62,12,1182,0.56,8.8,0.802,0.344,0.347,0.08,0.012,0.198,0.602,0.676,0.545,0.462,0.5,0.391,0.609,1.0,0.019,5,0.125,0.25,0,0,
9.0,Nassir Little,22.0,SF,54,4,976,0.442,16.9,0.479,0.185,0.129,0.059,0.092,0.521,0.524,0.696,0.333,0.389,0.5,0.367,0.553,0.931,0.05,12,0.139,0.364,2,0,
10.0,Justise Winslow,26.0,PF,29,11,776,0.409,9.8,0.773,0.348,0.288,0.106,0.03,0.227,0.438,0.551,0.386,0.286,0.167,0.311,0.567,1.0,0.02,3,0.444,0.3,0,0,
11.0,Jabari Walker,20.0,PF,56,0,619,0.419,10.5,0.717,0.404,0.197,0.071,0.045,0.283,0.472,0.6,0.256,0.357,0.444,0.286,0.716,0.938,0.116,19,0.232,0.154,0,0,
12.0,Matisse Thybulle,25.0,SG,22,22,609,0.438,16.0,0.38,0.241,0.124,0.015,0.0,0.62,0.519,0.636,0.294,0.5,,0.388,0.778,0.939,0.088,12,0.471,0.425,0,0,
13.0,Cam Reddish,23.0,SF,20,12,552,0.443,14.0,0.5,0.227,0.176,0.063,0.011,0.5,0.568,0.7,0.548,0.455,0.0,0.318,0.7,0.714,0.023,4,0.33,0.345,1,0,
14.0,Keon Johnson,20.0,SG,40,0,416,0.376,15.4,0.545,0.208,0.197,0.073,0.067,0.455,0.402,0.649,0.257,0.231,0.25,0.346,0.308,0.607,0.028,5,0.333,0.259,1,0,
15.0,Kevin Knox,23.0,PF,21,4,359,0.444,14.9,0.542,0.32,0.072,0.098,0.052,0.458,0.554,0.633,0.364,0.533,0.375,0.314,0.587,1.0,0.078,10,0.229,0.25,0,0,
16.0,Gary Payton II,30.0,SG,15,1,255,0.585,11.2,0.585,0.488,0.073,0.024,0.0,0.415,0.625,0.7,0.333,0.0,,0.529,0.733,1.0,0.049,1,0.706,0.583,0,0,
17.0,John Butler,20.0,C,19,1,221,0.321,19.0,0.34,0.151,0.094,0.057,0.038,0.66,0.5,0.625,0.6,0.0,0.5,0.229,0.889,1.0,0.038,2,0.143,0.2,0,0,
18.0,Skylar Mays,25.0,PG,6,6,189,0.5,14.9,0.618,0.265,0.088,0.162,0.103,0.382,0.524,0.611,0.167,0.636,0.429,0.462,0.227,0.75,0.0,0,0.154,0.25,0,0,
19.0,Ryan Arcidiacono,28.0,PG,9,4,146,0.25,20.7,0.375,0.0,0.188,0.125,0.063,0.625,0.083,,0.167,0.0,0.0,0.35,1.0,0.857,0.0,0,0.0,,0,0,
20.0,Jeenathan Williams,23.0,SG,5,4,127,0.615,7.2,0.795,0.615,0.154,0.0,0.026,0.205,0.677,0.792,0.333,,0.0,0.375,0.667,1.0,0.154,6,0.5,0.5,0,0,
21.0,Shaquille Harrison,29.0,SG,5,0,120,0.417,11.0,0.722,0.444,0.111,0.083,0.083,0.278,0.462,0.5,0.5,0.333,0.333,0.3,0.5,1.0,0.028,1,0.1,1.0,0,0,
22.0,Greg Brown III,21.0,PF,16,0,93,0.393,9.1,0.75,0.536,0.143,0.0,0.071,0.25,0.476,0.667,0.0,,0.0,0.143,0.9,1.0,0.25,6,0.429,0.333,0,0,
23.0,Justin Minaya,23.0,SF,4,0,89,0.304,16.4,0.478,0.217,0.087,0.13,0.043,0.522,0.364,0.6,0.0,0.333,0.0,0.25,0.5,1.0,0.0,0,0.25,0.0,0,0,
24.0,Chance Comanche,26.0,C,1,0,21,0.6,12.7,1.0,0.4,0.0,0.0,0.6,0.0,0.6,0.5,,,0.667,,0.667,,0.4,1,,,0,0,
,Team Totals,,,82,82,19732,0.474,13.2,0.587,0.288,0.161,0.069,0.062,0.413,0.55,0.673,0.434,0.437,0.414,0.365,0.502,0.774,0.058,357,0.204,0.362,9,0,
