Rk,Unnamed: 1,Salary
1,Kemba Walker,"$26,238,422"
2,Derrick Favors,"$9,720,900"
3,Josh Giddey,"$5,988,000"
4,Shai Gilgeous-Alexander,"$5,495,532"
5,Mike Muscala,"$3,500,000"
6,Aleksej Pokusevski,"$3,113,160"
7,Tre Mann,"$2,901,240"
8,Darius Bazley,"$2,513,040"
9,Ty Jerome,"$2,412,840"
10,Kenrich Williams,"$2,000,000"
11,Jeremiah Robinson-Earl,"$2,000,000"
12,Théo Maledon,"$2,000,000"
13,Isaiah Roby,"$1,782,621"
14,Luguentz Dort,"$1,782,621"
15,KZ Okpala,"$1,782,621"
16,Gabriel Deck,"$1,690,507"
17,Mamadi Diakite,"$1,040,234"
18,Aaron Wiggins,"$1,000,000"
19,Kyle Singler,"$999,200"
20,Vit Krejci,"$925,258"
21,Patrick Patterson,"$737,066"
22,Admiral Schofield,"$300,000"
23,Jaylen Hoard,"$191,860"
24,Olivier Sarr,"$106,352"
25,Scotty Hopson,"$99,380"
26,Georgios Kalaitzakis,"$53,176"
27,Zavier Simpson,"$53,176"
28,Rob Edwards,"$53,176"
29,Miye Oni,"$51,225"
30,Lindy Waters,$0
31,Paul Watson,$0
32,Melvin Frazier,$0
33,Josh Hall,$0
