Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Shai Gilgeous-Alexander,23.0,PG,56,56,1942,0.453,11.8,0.718,0.217,0.317,0.13,0.047,0.282,0.514,0.667,0.447,0.445,0.49,0.3,0.137,0.303,0.023,23,0.077,0.391,0,0,
2.0,Darius Bazley,21.0,PF,69,53,1924,0.422,12.4,0.586,0.297,0.251,0.011,0.017,0.414,0.511,0.611,0.405,0.571,0.182,0.297,0.634,0.913,0.14,75,0.234,0.317,1,0,
3.0,Josh Giddey,19.0,SF,54,54,1700,0.419,12.4,0.682,0.193,0.33,0.096,0.052,0.318,0.492,0.659,0.439,0.422,0.314,0.263,0.302,0.786,0.009,4,0.202,0.326,0,0,
4.0,Luguentz Dort,22.0,SG,51,51,1665,0.404,16.2,0.461,0.187,0.201,0.029,0.032,0.539,0.487,0.618,0.425,0.238,0.348,0.332,0.485,0.869,0.034,22,0.141,0.436,1,0,
5.0,Tre Mann,20.0,PG,60,26,1367,0.393,16.6,0.537,0.102,0.264,0.092,0.078,0.463,0.421,0.533,0.394,0.407,0.37,0.36,0.286,0.663,0.014,6,0.143,0.436,4,0,
6.0,Aleksej Pokusevski,20.0,PF,61,12,1233,0.408,14.5,0.568,0.2,0.248,0.07,0.05,0.432,0.498,0.703,0.416,0.344,0.304,0.289,0.535,0.947,0.075,32,0.203,0.325,0,0,
7.0,Aaron Wiggins,23.0,SG,50,35,1209,0.463,12.7,0.591,0.249,0.318,0.018,0.006,0.409,0.573,0.655,0.514,0.5,0.5,0.304,0.561,0.976,0.05,15,0.362,0.34,0,0,
8.0,Jeremiah Robinson-Earl,21.0,C,49,36,1087,0.414,15.3,0.491,0.244,0.151,0.062,0.034,0.509,0.478,0.608,0.429,0.2,0.273,0.352,0.75,1.0,0.056,15,0.279,0.348,0,0,
9.0,Kenrich Williams,27.0,SF,49,0,1072,0.461,13.5,0.618,0.24,0.224,0.079,0.069,0.382,0.536,0.645,0.479,0.48,0.409,0.339,0.581,0.805,0.082,23,0.331,0.35,1,0,
