Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Steven Adams,32.0,C,19,5,405,0.538,0.538,,0.538,0.75,0.599,0.55,0.0,114,98.0,,99,95.0,103,198,0,-1.2,3.2,
2.0,Clint Capela,31.0,C,22,1,251,0.565,0.565,,0.565,0.647,0.583,0.274,0.0,120,103.0,,104,82.0,100,99,0,2.5,0.0,
3.0,Isaiah Crawford,24.0,SF,2,0,5,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,241,-1.1,-1.2,
4.0,JD Davison,23.0,PG,11,0,74,0.471,0.5,0.444,0.588,0.0,0.559,0.118,0.529,100,91.0,123.0,108,0.0,96,42,128,1.5,-0.8,
5.0,Kevin Durant,37.0,SF,21,21,752,0.501,0.536,0.404,0.554,0.891,0.621,0.384,0.262,107,98.0,112.0,102,113.0,106,138,63,6.9,31.6,
6.0,Tari Eason,24.0,PF,11,1,255,0.495,0.476,0.509,0.637,0.714,0.642,0.074,0.558,105,87.0,141.0,117,91.0,110,26,135,17.5,11.6,
7.0,Jeff Green,39.0,PF,10,0,48,0.5,0.75,0.417,0.656,,0.656,0.0,0.75,106,137.0,116.0,120,,113,0,181,3.6,2.3,
8.0,Aaron Holiday,29.0,PG,18,0,301,0.459,0.472,0.453,0.613,0.862,0.65,0.261,0.676,98,86.0,126.0,112,109.0,112,94,163,15.1,16.7,
9.0,Josh Okogie,27.0,SG,23,17,487,0.475,0.544,0.41,0.581,0.706,0.605,0.288,0.517,101,99.0,114.0,107,90.0,104,104,125,8.4,6.0,
10.0,Alperen Şengün,23.0,C,21,21,760,0.5,0.527,0.351,0.527,0.739,0.573,0.386,0.155,106,96.0,97.0,97,94.0,98,139,37,-12.9,-8.9,
11.0,Reed Sheppard,21.0,SG,23,4,580,0.463,0.495,0.437,0.585,0.696,0.594,0.096,0.563,98,90.0,121.0,107,88.0,102,34,136,19.5,5.4,
12.0,Jabari Smith Jr.,22.0,PF,22,22,747,0.458,0.536,0.371,0.545,0.797,0.58,0.242,0.47,97,98.0,103.0,100,101.0,100,87,113,0.4,-1.6,
13.0,Jae'Sean Tate,30.0,SF,14,0,116,0.531,0.6,0.417,0.609,1.0,0.623,0.063,0.375,113,109.0,116.0,112,127.0,107,22,90,4.1,2.7,
14.0,Amen Thompson,23.0,PG,23,23,840,0.48,0.531,0.188,0.494,0.808,0.544,0.307,0.149,102,97.0,52.0,91,103.0,93,110,36,-32.9,-28.4,
,Team Totals,,,23,23,5621,0.487,0.53,0.399,0.552,0.79,0.591,0.288,0.326,104,97.0,111.0,101,100.0,101,104,79,31.4,38.6,
