Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,23.0,5620,1016,2086,0.487,272,681,0.399,744,1405,0.53,475,601,0.79,372,749,1121,587,212,122,371,472,2779
Team/G,,244.3,44.2,90.7,0.487,11.8,29.6,0.399,32.3,61.1,0.53,20.7,26.1,0.79,16.2,32.6,48.7,25.5,9.2,5.3,16.1,20.5,120.8
Lg Rank,,30,3,8,5.0,24,30,3.0,1,1,24.0,10,9,16.0,1,14,1,19,6,8,27,10,4
Year/Year,,1.3%,4.0%,-2.9%,0.032,-6.6%,-17.4%,0.046,8.4%,6.1%,0.011,24.0%,15.8%,0.052,10.5%,-3.7%,0.6%,9.3%,9.7%,5.8%,16.1%,8.1%,5.7%
Opponent,23.0,5620,930,2023,0.46,294,851,0.345,636,1172,0.543,403,536,0.752,260,603,863,559,210,112,327,517,2557
Opponent/G,,244.3,40.4,88.0,0.46,12.8,37.0,0.345,27.7,51.0,0.543,17.5,23.3,0.752,11.3,26.2,37.5,24.3,9.1,4.9,14.2,22.5,111.2
Lg Rank,,30,6,12,7.0,9,15,7.0,7,12,12.0,3,8,1.0,14,1,1,4,23,17,22,5,3
Year/Year,,1.3%,-0.2%,-0.4%,0.001,3.8%,7.1%,-0.011,-1.9%,-5.3%,0.019,6.6%,7.6%,-0.007,6.9%,-17.0%,-11.0%,3.5%,15.0%,-14.5%,-0.8%,16.9%,1.3%
