Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Amen Thompson,23.0,PG,23,23,840,16.4,0.544,0.149,0.307,8.5,14.2,11.4,20.0,1.8,1.3,13.7,20.9,1.3,1.0,2.4,0.135,0.4,0.4,0.8,0.6,
2.0,Alperen Şengün,23.0,C,21,21,760,22.7,0.573,0.155,0.386,9.7,19.6,14.8,29.8,2.0,2.5,14.2,27.3,2.0,1.2,3.1,0.197,4.4,1.9,6.3,1.6,
3.0,Kevin Durant,37.0,SF,21,21,752,19.2,0.621,0.262,0.384,0.9,13.5,7.3,16.8,1.3,2.2,13.2,26.6,1.8,0.8,2.6,0.169,2.4,0.0,2.4,0.8,
4.0,Jabari Smith Jr.,22.0,PF,22,22,747,13.8,0.58,0.47,0.242,4.9,17.3,11.2,8.1,1.1,2.2,9.3,17.8,1.3,0.9,2.1,0.138,0.1,0.0,0.1,0.4,
5.0,Reed Sheppard,21.0,SG,23,4,580,17.0,0.594,0.563,0.096,1.6,12.3,7.0,17.4,3.1,2.1,10.4,19.9,1.2,0.9,2.1,0.17,2.5,2.4,4.9,1.0,
6.0,Josh Okogie,27.0,SG,23,17,487,12.4,0.605,0.517,0.288,7.6,8.2,7.9,5.7,3.3,1.0,13.6,13.1,0.6,0.7,1.3,0.127,-0.9,1.8,0.9,0.3,
7.0,Steven Adams,32.0,C,19,5,405,18.4,0.599,0.0,0.55,24.2,21.5,22.8,8.7,1.7,3.1,17.4,12.3,0.9,0.6,1.6,0.186,1.6,0.0,1.6,0.4,
8.0,Aaron Holiday,29.0,PG,18,0,301,13.8,0.65,0.676,0.261,0.8,5.6,3.2,9.0,1.3,1.0,11.4,19.2,0.7,0.2,0.9,0.145,1.6,-0.4,1.2,0.2,
9.0,Tari Eason,24.0,PF,11,1,255,16.1,0.642,0.558,0.074,7.2,17.9,12.7,9.8,1.8,1.9,16.2,19.0,0.4,0.3,0.7,0.138,2.0,-0.2,1.9,0.3,
10.0,Clint Capela,31.0,C,22,1,251,20.0,0.583,0.0,0.274,25.3,20.9,23.0,4.7,1.8,6.1,12.6,13.1,0.6,0.4,1.0,0.192,1.4,-0.3,1.1,0.2,
11.0,Jae'Sean Tate,30.0,SF,14,0,116,11.8,0.623,0.375,0.063,8.0,13.4,10.7,8.0,1.7,0.0,10.8,13.1,0.2,0.1,0.3,0.141,-2.5,0.0,-2.4,0.0,
12.0,JD Davison,23.0,PG,11,0,74,11.4,0.559,0.529,0.118,1.6,4.5,3.1,17.0,2.0,1.3,5.3,10.5,0.1,0.1,0.2,0.132,-0.9,1.3,0.4,0.0,
13.0,Jeff Green,39.0,PF,10,0,48,12.4,0.656,0.75,0.0,2.4,7.0,4.7,2.8,0.0,2.0,0.0,13.8,0.1,0.0,0.2,0.152,1.3,-1.9,-0.6,0.0,
14.0,Isaiah Crawford,24.0,SF,2,0,5,-7.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-0.159,-10.4,-6.2,-16.6,0.0,
,Team Totals,,,23,23,5621,,0.591,0.326,0.288,,,,,,,,,11.2,7.4,18.5,0.158,1.5,0.7,2.1,5.8,
