unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Paolo Banchero,24:32,5,10,.500,1,3,.333,3,5,.600,0,4,4,4,0,0,4,2,14,7.4,-22,True,,ORL,WAS,WAS,ORL,False,True,f2dfaab192fcfb530d2cd00772f6cffa2d15e85e,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Desmond Bane,23:37,5,8,.625,1,2,.500,4,6,.667,0,2,2,3,0,0,4,2,15,8.5,-12,True,,ORL,WAS,WAS,ORL,False,True,cd20b9bbac924323361c64365137c6bad571bac6,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Tristan Da Silva,21:52,5,9,.556,3,4,.750,0,0,,1,0,1,1,2,0,2,1,13,9.7,-27,True,,ORL,WAS,WAS,ORL,False,True,aeaba37b9874ad03dea08f1e691cda6a77239337,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Anthony Black,20:30,3,10,.300,0,5,.000,0,0,,0,5,5,4,0,1,4,3,6,0.0,-19,True,,ORL,WAS,WAS,ORL,False,True,ed8b93a4d8321d0d9fee934d03e6c842079fe248,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Wendell Carter Jr.,19:34,1,6,.167,0,3,.000,0,0,,1,6,7,3,0,0,1,3,2,0.6,-19,True,,ORL,WAS,WAS,ORL,False,True,8a0cbc00f12c82f71ad95cf567c9eb37f57a5449,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,ORL,WAS,WAS,ORL,False,True,3625924ef2607a1ae617585773ead26cd7f38105,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Tyus Jones,27:30,1,7,.143,1,6,.167,0,0,,0,3,3,5,1,0,0,0,3,3.9,+11,True,,ORL,WAS,WAS,ORL,False,True,8829ea9eda69ca5d8eb4f18d76b3d6cad95148b6,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Noah Penda,26:54,4,7,.571,1,3,.333,1,4,.250,1,3,4,2,4,1,2,1,10,10.8,+8,True,,ORL,WAS,WAS,ORL,False,True,bf44c01df599c43d0681f42f133028fd4cf985f9,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Jase Richardson,25:42,7,12,.583,3,4,.750,3,3,1.000,1,2,3,3,0,0,2,1,20,15.4,+17,True,,ORL,WAS,WAS,ORL,False,True,f12e906cf01edd5f755f1492e0c41a48058ba0f0,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Goga Bitadze,20:14,5,7,.714,0,0,,0,0,,3,2,5,0,0,0,0,5,10,7.8,-7,True,,ORL,WAS,WAS,ORL,False,True,09109be8ab6fc9ec3adbe5c393df368c4d8a43ac,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Jett Howard,15:43,2,10,.200,2,3,.667,4,5,.800,3,3,6,3,0,0,0,3,10,7.3,+23,True,,ORL,WAS,WAS,ORL,False,True,4338aab9e136e561bca07857e08ea4a728d9485b,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Jonathan Isaac,11:44,4,6,.667,0,0,,1,1,1.000,3,5,8,0,1,2,0,2,9,11.6,+12,True,,ORL,WAS,WAS,ORL,False,True,781dfe220e6939c7f43f77d568bd870d1577ed9b,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Jamal Cain,2:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,True,,ORL,WAS,WAS,ORL,False,True,7a233920f74403fdffcaebc0458fe7c985263fdd,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
Team Totals,240,42,92,.457,12,33,.364,16,24,.667,13,35,48,28,8,4,19,23,112,,,True,,ORL,WAS,WAS,ORL,False,True,0e0b7cc880872e568fbcba2ce7d985347cc98681,202601060WAS,"Orlando Magic at Washington Wizards Box Score, January 6, 2026",2026-01-20T14:45:46.142359,box-ORL-game-basic
