game_id,team,elo,season
201910220LAC,LAC,1580.4600470689734,2019
201910220LAC,LAL,1519.5399529310266,2019
201910220TOR,TOR,1482.8105689981064,2019
201910220TOR,NOP,1497.1894310018936,2019
201910230BRK,BRK,1473.8390070422572,2019
201910230BRK,MIN,1586.1609929577428,2019
201910230CHO,CHO,1453.8368134341515,2019
201910230CHO,CHI,1496.1631865658485,2019
201910230DAL,DAL,1575.6280618028259,2019
201910230DAL,WAS,1424.3719381971741,2019
201910230IND,IND,1515.650602511497,2019
201910230IND,DET,1464.349397488503,2019
201910230MIA,MIA,1533.91635377285,2019
201910230MIA,MEM,1476.08364622715,2019
201910230ORL,ORL,1551.6973976416307,2019
201910230ORL,CLE,1538.3026023583693,2019
201910230PHI,PHI,1594.9136455895057,2019
201910230PHI,BOS,1585.0863544104943,2019
201910230PHO,PHO,1575.22239578934,2019
201910230PHO,SAC,1504.77760421066,2019
201910230POR,POR,1446.9223477295895,2019
201910230POR,DEN,1613.0776522704105,2019
201910230SAS,SAS,1524.4061383116812,2019
201910230SAS,NYK,1555.5938616883188,2019
201910230UTA,UTA,1493.1157420336363,2019
201910230UTA,OKC,1566.8842579663637,2019
201910240DET,DET,1440.0805816899258,2019
201910240DET,ATL,1524.2688157985772,2019
201910240GSW,GSW,1497.5024786746892,2019
201910240GSW,LAC,1602.9575683942842,2019
201910240HOU,HOU,1477.1545339317224,2019
201910240HOU,MIL,1602.8454660682776,2019
201910250BOS,BOS,1592.7552750222237,2019
201910250BOS,TOR,1475.141648386377,2019
201910250BRK,BRK,1484.7220642022899,2019
201910250BRK,NYK,1544.7108045282862,2019
201910250CHO,CHO,1433.1595906379828,2019
201910250CHO,MIN,1606.8382157539115,2019
201910250DEN,DEN,1615.4862401148516,2019
201910250DEN,PHO,1572.8138079448988,2019
201910250LAL,LAL,1530.890610340392,2019
201910250LAL,UTA,1481.765084624271,2019
201910250MEM,MEM,1458.3056612664286,2019
201910250MEM,CHI,1513.9411715265699,2019
201910250NOP,NOP,1481.8052810614383,2019
201910250NOP,DAL,1591.0122117432811,2019
201910250OKC,OKC,1537.6512312200475,2019
201910250OKC,WAS,1453.6049649434904,2019
201910250SAC,SAC,1482.2010300011202,2019
201910250SAC,POR,1469.4989219391293,2019
201910260ATL,ATL,1531.093387781494,2019
201910260ATL,ORL,1544.872825658714,2019
201910260CHI,CHI,1482.4460211186804,2019
201910260CHI,TOR,1506.6367987942665,2019
201910260CLE,CLE,1550.1314398488068,2019
201910260CLE,IND,1503.8217650210595,2019
201910260DET,DET,1428.489938653245,2019
201910260DET,PHI,1606.5042886261865,2019
201910260HOU,HOU,1483.7466667708263,2019
201910260HOU,NOP,1475.2131482223344,2019
201910260MIL,MIL,1584.2154717250735,2019
201910260MIL,MIA,1552.546348116054,2019
201910260NYK,NYK,1518.5094103774902,2019
201910260NYK,BOS,1618.9566691730197,2019
201910260PHO,PHO,1584.814831906187,2019
201910260PHO,LAC,1590.956544432996,2019
201910260SAS,SAS,1530.2935683423839,2019
201910260SAS,WAS,1447.7175349127876,2019
201910260UTA,UTA,1499.8170923172304,2019
201910260UTA,SAC,1464.1490223081607,2019
201910270DAL,DAL,1584.3031672909863,2019
201910270DAL,POR,1476.2079663914242,2019
201910270LAL,LAL,1541.21254489643,2019
201910270LAL,CHO,1422.8376560819447,2019
201910270MEM,MEM,1461.3739943768894,2019
201910270MEM,BRK,1481.653731091829,2019
201910270MIN,MIN,1616.0131652555917,2019
201910270MIN,MIA,1543.371398614374,2019
201910270OKC,OKC,1552.4349173360467,2019
201910270OKC,GSW,1482.71879255869,2019
201910280ATL,ATL,1522.3268507395887,2019
201910280ATL,PHI,1615.2708256680917,2019
201910280DET,DET,1431.135608766547,2019
201910280DET,IND,1501.1760949077575,2019
201910280HOU,HOU,1491.7322405316415,2019
201910280HOU,OKC,1544.4493435752315,2019
201910280LAC,LAC,1597.8943974937526,2019
201910280LAC,CHO,1415.899803021188,2019
201910280MIL,MIL,1597.100435717471,2019
201910280MIL,CLE,1537.2464758564092,2019
201910280NOP,NOP,1452.2498652388144,2019
201910280NOP,GSW,1505.68207554221,2019
201910280NYK,NYK,1528.4089969024226,2019
201910280NYK,CHI,1472.546434593748,2019
201910280PHO,PHO,1578.2449132610536,2019
201910280PHO,UTA,1506.3870109623638,2019
201910280SAC,SAC,1451.5033445332708,2019
201910280SAC,DEN,1628.1319178897415,2019
201910280SAS,SAS,1534.3169466753022,2019
201910280SAS,POR,1472.1845880585058,2019
201910280TOR,TOR,1519.619565138903,2019
201910280TOR,ORL,1531.8900593140775,2019
201910290DEN,DEN,1616.9525387940141,2019
201910290DEN,DAL,1595.4825463867137,2019
201910290LAL,LAL,1554.0784265188497,2019
201910290LAL,MEM,1448.5081127544697,2019
201910290MIA,MIA,1556.600782742375,2019
201910290MIA,ATL,1509.0974666115876,2019
201910300BOS,BOS,1630.6554618988928,2019
201910300BOS,MIL,1585.401642991598,2019
201910300BRK,BRK,1461.519100828828,2019
201910300BRK,IND,1521.3107251707586,2019
201910300CLE,CLE,1544.4903929797729,2019
201910300CLE,CHI,1465.3025174703844,2019
201910300GSW,GSW,1486.3691033902728,2019
201910300GSW,PHO,1597.5578854129908,2019
201910300OKC,OKC,1533.1619717133863,2019
201910300OKC,POR,1483.471959920351,2019
201910300ORL,ORL,1544.9688062657804,2019
201910300ORL,NYK,1515.3302499507197,2019
201910300PHI,PHI,1631.974960385963,2019
201910300PHI,MIN,1599.3090305377204,2019
201910300SAC,SAC,1432.4154497019595,2019
201910300SAC,CHO,1434.9876978524994,2019
201910300TOR,TOR,1528.2913430778415,2019
201910300TOR,DET,1422.4638308276085,2019
201910300UTA,UTA,1524.9055857894293,2019
201910300UTA,LAC,1579.375822666687,2019
201910300WAS,WAS,1438.3912268047407,2019
201910300WAS,HOU,1501.0585486396885,2019
201910310ATL,ATL,1491.6709044120996,2019
201910310ATL,MIA,1574.027344941863,2019
201910310LAC,LAC,1587.8864057830424,2019
201910310LAC,SAS,1525.806363558947,2019
201910310NOP,NOP,1474.9872725241987,2019
201910310NOP,DEN,1594.2151315086298,2019
201911010BOS,BOS,1630.8355657367185,2019
201911010BOS,NYK,1515.150146112894,2019
201911010BRK,BRK,1473.0648380372468,2019
201911010BRK,HOU,1489.5128114312697,2019
201911010CHI,CHI,1473.248358245368,2019
201911010CHI,DET,1414.5179900526248,2019
201911010DAL,DAL,1574.6194520447482,2019
201911010DAL,LAL,1574.9415208608152,2019
201911010GSW,GSW,1461.6272484431602,2019
201911010GSW,SAS,1550.5482185060596,2019
201911010IND,IND,1533.658795720256,2019
201911010IND,CLE,1532.1423224302755,2019
201911010ORL,ORL,1515.178444635723,2019
201911010ORL,MIL,1615.1920046216553,2019
201911010SAC,SAC,1438.763336193442,2019
201911010SAC,UTA,1518.5576992979468,2019
201911020DET,DET,1423.5976947861918,2019
201911020DET,BRK,1463.9851333036797,2019
201911020GSW,GSW,1441.2619711596349,2019
201911020GSW,CHO,1455.3529751360247,2019
201911020MEM,MEM,1435.9631612608425,2019
201911020MEM,PHO,1610.102836906618,2019
201911020MIL,MIL,1623.9541565679904,2019
201911020MIL,TOR,1519.5291911315064,2019
201911020OKC,OKC,1542.705377653914,2019
201911020OKC,NOP,1465.443866583671,2019
201911020ORL,ORL,1504.4638784583847,2019
201911020ORL,DEN,1604.9296976859682,2019
201911020POR,POR,1474.9878186925785,2019
201911020POR,PHI,1640.4591016137356,2019
201911020WAS,WAS,1420.22631298403,2019
201911020WAS,MIN,1617.473944358431,2019
201911030CLE,CLE,1506.9600026767425,2019
201911030CLE,DAL,1599.8017717982812,2019
201911030IND,IND,1544.4173331852999,2019
201911030IND,CHI,1462.4898207803242,2019
201911030LAC,LAC,1598.1628449905922,2019
201911030LAC,UTA,1508.281260090397,2019
201911030MIA,MIA,1586.7105255876518,2019
201911030MIA,HOU,1476.829630785481,2019
201911030NYK,NYK,1482.5187679051473,2019
201911030NYK,SAC,1471.3947144011886,2019
201911030SAS,SAS,1533.5006066716726,2019
201911030SAS,LAL,1591.9891326952022,2019
201911040BRK,BRK,1476.226635432965,2019
201911040BRK,NOP,1453.2023644543858,2019
201911040GSW,GSW,1453.5362783118537,2019
201911040GSW,POR,1462.7135115403596,2019
201911040MEM,MEM,1419.4964293711864,2019
201911040MEM,HOU,1493.296362675137,2019
201911040MIN,MIN,1586.8753778338303,2019
201911040MIN,MIL,1654.5527230925911,2019
201911040PHO,PHO,1619.0647792517475,2019
201911040PHO,PHI,1631.497159268606,2019
201911040WAS,WAS,1435.0757335949522,2019
201911040WAS,DET,1408.7482741752697,2019
201911050ATL,ATL,1504.1270623770188,2019
201911050ATL,SAS,1521.0444487067534,2019
201911050CHI,CHI,1449.5355232707527,2019
201911050CHI,LAL,1604.9434302047737,2019
201911050CHO,CHO,1463.345355343611,2019
201911050CHO,IND,1536.4249529777137,2019
201911050CLE,CLE,1496.2708576579332,2019
201911050CLE,BOS,1641.5247107555278,2019
201911050DEN,DEN,1619.3114825773064,2019
201911050DEN,MIA,1572.3287406963136,2019
201911050OKC,OKC,1551.5226855768115,2019
201911050OKC,ORL,1495.6465705354872,2019
201911060ATL,ATL,1473.08005264163,2019
201911060ATL,CHI,1480.5825330061416,2019
201911060DAL,DAL,1602.228385280402,2019
201911060DAL,ORL,1493.2199570533662,2019
201911060DET,DET,1429.0319921439618,2019
201911060DET,NYK,1462.2350499364552,2019
201911060HOU,HOU,1505.7673626033297,2019
201911060HOU,GSW,1441.065278383661,2019
201911060IND,IND,1545.789058788564,2019
201911060IND,WAS,1425.711627784102,2019
201911060LAC,LAC,1584.1893357757097,2019
201911060LAC,MIL,1668.5262323074737,2019
201911060MEM,MEM,1443.229936368909,2019
201911060MEM,MIN,1563.1418708361077,2019
201911060TOR,TOR,1523.9240208475944,2019
201911060TOR,SAC,1466.9998846851006,2019
201911060UTA,UTA,1518.5836423290664,2019
201911060UTA,PHI,1621.1947770299366,2019
201911070CHO,CHO,1445.8917904991315,2019
201911070CHO,BOS,1658.9782756000072,2019
201911070LAC,LAC,1589.7838639789497,2019
201911070LAC,POR,1457.1189833371195,2019
201911070PHO,PHO,1591.518129761393,2019
201911070PHO,MIA,1599.875390186668,2019
201911070SAS,SAS,1534.8377878042675,2019
201911070SAS,OKC,1537.7293464792974,2019
201911080ATL,ATL,1450.0817650721829,2019
201911080ATL,SAC,1489.9981722545476,2019
201911080DAL,DAL,1582.7175798555447,2019
201911080DAL,NYK,1481.7458553613126,2019
201911080DEN,DEN,1625.7993873560997,2019
201911080DEN,PHI,1614.7068722511433,2019
201911080IND,IND,1551.920549356357,2019
201911080IND,DET,1422.9005015761688,2019
201911080LAL,LAL,1618.8491295271633,2019
201911080LAL,MIA,1585.9696908642784,2019
201911080MIN,MIN,1569.3949819684128,2019
201911080MIN,GSW,1434.812167251356,2019
201911080NOP,NOP,1430.722635052872,2019
201911080NOP,TOR,1546.4037502491083,2019
201911080ORL,ORL,1508.539333666087,2019
201911080ORL,MEM,1427.9105597561881,2019
201911080POR,POR,1443.016105565937,2019
201911080POR,BRK,1490.3295132041474,2019
201911080UTA,UTA,1526.510395743407,2019
201911080UTA,MIL,1660.5994788931332,2019
201911080WAS,WAS,1405.2949172827894,2019
201911080WAS,CLE,1516.6875681592458,2019
201911090CHI,CHI,1453.351870104948,2019
201911090CHI,HOU,1532.9980255045234,2019
201911090CHO,CHO,1431.4562117156174,2019
201911090CHO,NOP,1445.158213836386,2019
201911090MEM,MEM,1410.7258088727563,2019
201911090MEM,DAL,1599.9023307389766,2019
201911090OKC,OKC,1544.0112765487652,2019
201911090OKC,GSW,1428.5302371818882,2019
201911090SAS,SAS,1515.1651535615351,2019
201911090SAS,BOS,1678.6509098427396,2019
201911100LAL,LAL,1597.110707319701,2019
201911100LAL,TOR,1568.1421724565705,2019
201911100MIN,MIN,1562.810947291248,2019
201911100MIN,DEN,1632.3834220332644,2019
201911100NYK,NYK,1455.8216980271973,2019
201911100NYK,CLE,1542.611725493361,2019
201911100OKC,OKC,1538.1688548694606,2019
201911100OKC,MIL,1666.4419005724378,2019
201911100ORL,ORL,1491.2204716433046,2019
201911100ORL,IND,1569.2394113791395,2019
201911100PHI,PHI,1619.8183973565135,2019
201911100PHI,CHO,1426.3446866102472,2019
201911100PHO,PHO,1602.953041612734,2019
201911100PHO,BRK,1478.8946013528064,2019
201911100POR,POR,1456.2086972350428,2019
201911100POR,ATL,1436.8891734030772,2019
201911110BOS,BOS,1687.2742898255324,2019
201911110BOS,DAL,1591.2789507561838,2019
201911110DET,DET,1410.9993490762288,2019
201911110DET,MIN,1574.7120997911882,2019
201911110GSW,GSW,1409.7286250119976,2019
201911110GSW,UTA,1545.3120079132975,2019
201911110LAC,LAC,1601.7099006358455,2019
201911110LAC,TOR,1556.2161357996747,2019
201911110NOP,NOP,1432.4822446240196,2019
201911110NOP,HOU,1545.6739947168899,2019
201911110SAS,SAS,1497.4113011806744,2019
201911110SAS,MEM,1428.479661253617,2019
201911120CHI,CHI,1468.461977994967,2019
201911120CHI,NYK,1440.7115901371783,2019
201911120DEN,DEN,1617.7618782119946,2019
201911120DEN,ATL,1451.510717224347,2019
201911120IND,IND,1584.4942682364826,2019
201911120IND,OKC,1522.9139980121174,2019
201911120MIA,MIA,1591.417205541483,2019
201911120MIA,DET,1405.551834399024,2019
201911120PHI,PHI,1622.4672846898761,2019
201911120PHI,CLE,1539.9628381599985,2019
201911120PHO,PHO,1582.7617713981138,2019
201911120PHO,LAL,1617.3019775343214,2019
201911120SAC,SAC,1500.0826655772507,2019
201911120SAC,POR,1446.1242039123397,2019
201911120UTA,UTA,1552.5197189039839,2019
201911120UTA,BRK,1471.68689036212,2019
201911130BOS,BOS,1690.1676871245697,2019
201911130BOS,WAS,1402.401519983752,2019
201911130CHO,CHO,1416.6150559610335,2019
201911130CHO,MEM,1438.2092919028307,2019
201911130HOU,HOU,1559.5776641695525,2019
201911130HOU,LAC,1587.806231183183,2019
201911130LAL,LAL,1624.278594548221,2019
201911130LAL,GSW,1402.752007998098,2019
201911130MIN,MIN,1585.2605489792534,2019
201911130MIN,SAS,1486.8628519926092,2019
201911130ORL,ORL,1512.718145209434,2019
201911130ORL,PHI,1600.9696111237467,2019
201911130POR,POR,1431.1432891706768,2019
201911130POR,TOR,1571.1970505413376,2019
201911140CLE,CLE,1521.1638825679515,2019
201911140CLE,MIA,1610.21616113353,2019
