unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Anthony Davis,39:02,9,15,.600,0,2,.000,8,9,.889,1,11,12,3,0,5,5,2,26,22.5,-4,True,,DAL,HOU,DAL,HOU,True,False,42d9fdafd1614ccfbc675a764ef7fa6da05b802e,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Max Christie,34:54,10,13,.769,4,6,.667,0,0,,0,7,7,2,1,1,1,0,24,23.1,+6,True,,DAL,HOU,DAL,HOU,True,False,5d40e3b2e1ef625959ead9f6413538453ad4681d,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Cooper Flagg,34:37,3,12,.250,0,2,.000,4,4,1.000,0,7,7,6,2,1,2,2,10,9.0,+4,True,,DAL,HOU,DAL,HOU,True,False,c375d9baee46c5377d26be51180069c3da31e9b4,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Daniel Gafford,19:07,4,5,.800,0,0,,1,2,.500,0,8,8,1,0,2,1,0,9,10.2,-3,True,,DAL,HOU,DAL,HOU,True,False,e2ed5923c3a9d0c4621f0eecdf1ab2cef0f53513,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
P.J. Washington,12:00,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,1,0,1,0,0.9,-6,True,,DAL,HOU,DAL,HOU,True,False,2a8d92ebfe799e9b84e9c720cd610a80b7e0b800,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,DAL,HOU,DAL,HOU,True,False,dcee4205a1a1610a3b0504cc45ebe899f3b740bc,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Naji Marshall,33:17,5,11,.455,0,3,.000,0,1,.000,0,2,2,5,0,0,1,2,10,6.2,+4,True,,DAL,HOU,DAL,HOU,True,False,da438aba53ac7cb80a078d117b9ee2086f542d68,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Brandon Williams,24:27,7,10,.700,1,1,1.000,0,1,.000,1,6,7,3,1,0,3,5,15,11.0,+9,True,,DAL,HOU,DAL,HOU,True,False,167a39265118b1dee3db7a6e602f2cbaa7426c83,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Klay Thompson,22:16,3,8,.375,2,4,.500,1,1,1.000,0,3,3,1,0,0,1,0,9,5.2,+11,True,,DAL,HOU,DAL,HOU,True,False,1c98a4381dea9e427d213f5cf431f800a2a33f37,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
Ryan Nembhard,13:24,2,3,.667,1,2,.500,0,0,,0,0,0,3,0,0,1,1,5,4.4,+10,True,,DAL,HOU,DAL,HOU,True,False,fd0ca427a65bd1fea980ee9829ed266dda94aec3,202601030DAL,"Houston Rockets at Dallas Mavericks Box Score, January 3, 2026",2026-01-20T14:42:20.187019,box-DAL-game-basic
