game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2022-12-05,202212050HOU,PHI,Q1,Tobias Harris,https://www.basketball-reference.com/boxscores/202212050HOU.html,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.8,+7,,,
2022-12-05,202212050HOU,PHI,Q1,P.J. Tucker,https://www.basketball-reference.com/boxscores/202212050HOU.html,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.8,+3,,,
2022-12-05,202212050HOU,PHI,Q1,De'Anthony Melton,https://www.basketball-reference.com/boxscores/202212050HOU.html,5.07,1,1,1,1,0,0,0,1,1,2,0,0,0,2,3,3.6,+6,1.000,1.000,
2022-12-05,202212050HOU,PHI,Q1,James Harden,https://www.basketball-reference.com/boxscores/202212050HOU.html,8.8,1,2,1,2,7,8,0,2,2,4,0,0,1,0,10,11.0,+7,.500,.500,.875
2022-12-05,202212050HOU,PHI,Q1,Joel Embiid,https://www.basketball-reference.com/boxscores/202212050HOU.html,8.27,4,6,1,1,2,2,0,1,1,0,0,0,2,2,11,5.9,+2,.667,1.000,1.000
2022-12-05,202212050HOU,PHI,Q1,Shake Milton,https://www.basketball-reference.com/boxscores/202212050HOU.html,6.93,1,2,0,0,0,0,0,1,1,1,1,0,0,0,2,3.0,-3,.500,,
2022-12-05,202212050HOU,PHI,Q1,Danuel House Jr.,https://www.basketball-reference.com/boxscores/202212050HOU.html,7.95,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,3.0,-4,1.000,,
2022-12-05,202212050HOU,PHI,Q1,Paul Reed,https://www.basketball-reference.com/boxscores/202212050HOU.html,3.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,+1,.000,,
2022-12-05,202212050HOU,PHI,Q1,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/202212050HOU.html,4.32,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.7,0,.000,.000,
2022-12-05,202212050HOU,PHI,Q1,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202212050HOU.html,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,,,
2022-12-05,202212050HOU,PHI,Q2,Tobias Harris,https://www.basketball-reference.com/boxscores/202212050HOU.html,12.0,4,7,4,4,0,0,0,1,1,1,1,0,0,0,12,10.7,-4,.571,1.000,
2022-12-05,202212050HOU,PHI,Q2,P.J. Tucker,https://www.basketball-reference.com/boxscores/202212050HOU.html,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6,,,
