game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2022-02-17,202202170CHO,MIA,https://www.basketball-reference.com/boxscores/202202170CHO.html,37,10,17,23,10,14,111
2022-02-17,202202170CHO,CHO,https://www.basketball-reference.com/boxscores/202202170CHO.html,30,24,17,16,10,10,107
