game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2020-01-13,202001130LAL,CLE,https://www.basketball-reference.com/boxscores/202001130LAL.html,27,21,22,29,99
2020-01-13,202001130LAL,LAL,https://www.basketball-reference.com/boxscores/202001130LAL.html,21,26,37,44,128
