game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-01-19,202201190DEN,LAC,https://www.basketball-reference.com/boxscores/202201190DEN.html,25,34,22,33,14,128
2022-01-19,202201190DEN,DEN,https://www.basketball-reference.com/boxscores/202201190DEN.html,29,18,34,33,16,130
