game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2021-02-14,202102140CHO,SAS,Q1,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202102140CHO.html,9.85,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1.3,-10,,,
2021-02-14,202102140CHO,SAS,Q1,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202102140CHO.html,7.85,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.0,-5,,,
2021-02-14,202102140CHO,SAS,Q1,Dejounte Murray,https://www.basketball-reference.com/boxscores/202102140CHO.html,5.58,3,6,0,1,0,0,0,1,1,0,1,0,0,0,6,4.3,-5,.500,.000,
2021-02-14,202102140CHO,SAS,Q1,Keldon Johnson,https://www.basketball-reference.com/boxscores/202102140CHO.html,7.85,0,3,0,2,2,2,0,3,3,1,0,0,0,0,2,1.5,-5,.000,.000,1.000
2021-02-14,202102140CHO,SAS,Q1,Derrick White,https://www.basketball-reference.com/boxscores/202102140CHO.html,5.58,1,3,0,1,3,4,0,1,1,0,0,0,0,0,5,3.2,-5,.333,.000,.750
2021-02-14,202102140CHO,SAS,Q1,Patty Mills,https://www.basketball-reference.com/boxscores/202102140CHO.html,6.42,1,4,0,2,0,0,0,1,1,0,0,0,1,0,2,-1.1,-11,.250,.000,
2021-02-14,202102140CHO,SAS,Q1,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202102140CHO.html,6.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-11,1.000,,
2021-02-14,202102140CHO,SAS,Q1,Rudy Gay,https://www.basketball-reference.com/boxscores/202102140CHO.html,4.15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4,-11,.000,.000,
2021-02-14,202102140CHO,SAS,Q1,Devin Vassell,https://www.basketball-reference.com/boxscores/202102140CHO.html,4.15,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0.3,-11,.000,.000,
2021-02-14,202102140CHO,SAS,Q1,Drew Eubanks,https://www.basketball-reference.com/boxscores/202102140CHO.html,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6,,,
