game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-04-09,202404090ATL,MIA,https://www.basketball-reference.com/boxscores/202404090ATL.html,30,29,21,21,6,10,117
2024-04-09,202404090ATL,ATL,https://www.basketball-reference.com/boxscores/202404090ATL.html,27,20,33,21,6,4,111
