game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2021-01-03,202101030MIN,DEN,https://www.basketball-reference.com/boxscores/202101030MIN.html,97.2,0.592,12.9,32.5,0.163,127.6
2021-01-03,202101030MIN,MIN,https://www.basketball-reference.com/boxscores/202101030MIN.html,97.2,0.576,13.2,23.1,0.129,112.2
