game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-11-13,202411130MIL,DET,https://www.basketball-reference.com/boxscores/202411130MIL.html,27,33,24,27,9,120
2024-11-13,202411130MIL,MIL,https://www.basketball-reference.com/boxscores/202411130MIL.html,24,23,38,26,16,127
