game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-02-10,202302100DET,SAS,https://www.basketball-reference.com/boxscores/202302100DET.html,28,26,29,30,12,6,131
2023-02-10,202302100DET,DET,https://www.basketball-reference.com/boxscores/202302100DET.html,19,34,38,22,12,13,138
