game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2020-02-09,202002090ATL,NYK,https://www.basketball-reference.com/boxscores/202002090ATL.html,31,32,20,33,10,9,135
2020-02-09,202002090ATL,ATL,https://www.basketball-reference.com/boxscores/202002090ATL.html,20,41,33,22,10,14,140
