game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2021-11-27,202111270UTA,NOP,Q1,Herbert Jones,https://www.basketball-reference.com/boxscores/202111270UTA.html,12.0,0,1,.000,0,0,1,2,.500,0,2,2,1,1,0,0,0,1,2.2,-14,
2021-11-27,202111270UTA,NOP,Q1,Brandon Ingram,https://www.basketball-reference.com/boxscores/202111270UTA.html,7.97,2,4,.500,0,1,0,0,,1,1,2,2,0,1,3,0,4,2.1,-10,.000
2021-11-27,202111270UTA,NOP,Q1,Josh Hart,https://www.basketball-reference.com/boxscores/202111270UTA.html,8.1,2,2,1.000,0,0,0,0,,1,0,1,1,0,0,0,2,4,4.0,-13,
2021-11-27,202111270UTA,NOP,Q1,Devonte' Graham,https://www.basketball-reference.com/boxscores/202111270UTA.html,6.6,1,4,.250,0,2,0,0,,0,0,0,1,0,0,0,1,2,-0.1,-7,.000
2021-11-27,202111270UTA,NOP,Q1,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202111270UTA.html,8.93,3,5,.600,0,2,0,0,,1,6,7,1,0,0,1,0,6,5.9,-5,.000
2021-11-27,202111270UTA,NOP,Q1,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202111270UTA.html,3.9,0,2,.000,0,1,0,0,,1,0,1,0,0,1,0,0,0,0.0,-1,.000
2021-11-27,202111270UTA,NOP,Q1,Willy Hernangómez,https://www.basketball-reference.com/boxscores/202111270UTA.html,3.07,1,1,1.000,0,0,0,0,,0,0,0,0,0,0,1,2,2,-0.1,-9,
2021-11-27,202111270UTA,NOP,Q1,Tomáš Satoranský,https://www.basketball-reference.com/boxscores/202111270UTA.html,0.3,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,
2021-11-27,202111270UTA,NOP,Q1,Garrett Temple,https://www.basketball-reference.com/boxscores/202111270UTA.html,4.03,1,2,.500,0,1,0,0,,0,0,0,0,0,0,0,2,2,0.2,-4,.000
2021-11-27,202111270UTA,NOP,Q1,Kira Lewis Jr.,https://www.basketball-reference.com/boxscores/202111270UTA.html,5.1,1,2,.500,0,0,0,0,,0,0,0,1,0,0,0,0,2,1.7,-7,
2021-11-27,202111270UTA,NOP,Q2,Herbert Jones,https://www.basketball-reference.com/boxscores/202111270UTA.html,6.57,0,1,.000,0,1,0,0,,1,0,1,1,2,0,0,0,0,2.7,+3,.000
2021-11-27,202111270UTA,NOP,Q2,Brandon Ingram,https://www.basketball-reference.com/boxscores/202111270UTA.html,10.42,1,4,.250,0,1,2,2,1.000,0,1,1,1,0,0,0,0,4,2.6,0,.000
2021-11-27,202111270UTA,NOP,Q2,Josh Hart,https://www.basketball-reference.com/boxscores/202111270UTA.html,8.58,0,2,.000,0,2,0,0,,0,2,2,1,0,0,0,0,0,-0.1,-4,.000
2021-11-27,202111270UTA,NOP,Q2,Devonte' Graham,https://www.basketball-reference.com/boxscores/202111270UTA.html,8.07,1,2,.500,0,1,2,2,1.000,0,0,0,1,1,0,1,0,4,3.7,-2,.000
2021-11-27,202111270UTA,NOP,Q2,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202111270UTA.html,6.78,3,4,.750,0,1,0,0,,0,3,3,0,0,1,0,1,6,5.6,+7,.000
2021-11-27,202111270UTA,NOP,Q2,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202111270UTA.html,8.85,0,4,.000,0,2,2,2,1.000,0,0,0,1,1,0,0,0,2,0.9,-9,.000
2021-11-27,202111270UTA,NOP,Q2,Willy Hernangómez,https://www.basketball-reference.com/boxscores/202111270UTA.html,5.13,2,3,.667,0,0,0,0,,1,0,1,0,0,0,0,0,4,3.4,-12,
2021-11-27,202111270UTA,NOP,Q2,Tomáš Satoranský,https://www.basketball-reference.com/boxscores/202111270UTA.html,5.52,1,1,1.000,0,0,0,0,,0,0,0,1,0,0,0,1,2,2.0,-8,
2021-11-27,202111270UTA,NOP,Q2,Garrett Temple,https://www.basketball-reference.com/boxscores/202111270UTA.html,0.08,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,
2021-11-27,202111270UTA,NOP,Q3,Herbert Jones,https://www.basketball-reference.com/boxscores/202111270UTA.html,7.73,1,2,.500,0,0,0,0,,0,0,0,0,1,0,0,0,2,2.0,-12,
2021-11-27,202111270UTA,NOP,Q3,Brandon Ingram,https://www.basketball-reference.com/boxscores/202111270UTA.html,7.73,1,6,.167,0,2,1,1,1.000,0,1,1,0,0,0,1,0,3,-1.5,-12,.000
2021-11-27,202111270UTA,NOP,Q3,Josh Hart,https://www.basketball-reference.com/boxscores/202111270UTA.html,7.73,1,2,.500,0,0,0,0,,0,2,2,0,0,0,0,2,2,0.8,-12,
2021-11-27,202111270UTA,NOP,Q3,Devonte' Graham,https://www.basketball-reference.com/boxscores/202111270UTA.html,7.73,0,3,.000,0,2,0,0,,0,1,1,0,0,0,0,0,0,-1.8,-12,.000
2021-11-27,202111270UTA,NOP,Q3,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202111270UTA.html,6.32,0,2,.000,0,1,0,0,,1,1,2,1,0,0,1,1,0,-1.1,-10,.000
2021-11-27,202111270UTA,NOP,Q3,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202111270UTA.html,4.27,1,3,.333,1,2,2,2,1.000,0,0,0,1,0,0,0,0,5,4.0,+2,.500
2021-11-27,202111270UTA,NOP,Q3,Willy Hernangómez,https://www.basketball-reference.com/boxscores/202111270UTA.html,5.68,2,2,1.000,0,0,0,0,,1,2,3,2,0,0,1,0,4,5.1,0,
2021-11-27,202111270UTA,NOP,Q3,Trey Murphy III,https://www.basketball-reference.com/boxscores/202111270UTA.html,4.27,0,0,,0,0,0,0,,1,0,1,0,0,0,0,1,0,0.3,+2,
2021-11-27,202111270UTA,NOP,Q3,Garrett Temple,https://www.basketball-reference.com/boxscores/202111270UTA.html,4.27,1,1,1.000,0,0,2,2,1.000,0,0,0,0,0,0,0,1,4,3.3,+2,
