game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-04-07,202404070SAS,PHI,https://www.basketball-reference.com/boxscores/202404070SAS.html,31,23,19,38,10,12,133
2024-04-07,202404070SAS,SAS,https://www.basketball-reference.com/boxscores/202404070SAS.html,24,40,16,31,10,5,126
