game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2024-04-09,202404090TOR,IND,https://www.basketball-reference.com/boxscores/202404090TOR.html,104.0,0.626,11.4,38.5,0.162,134.6
2024-04-09,202404090TOR,TOR,https://www.basketball-reference.com/boxscores/202404090TOR.html,104.0,0.527,12.1,35.6,0.255,118.3
