game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2022-03-22,202203220MIL,CHI,https://www.basketball-reference.com/boxscores/202203220MIL.html,99.3,0.495,6.7,9.4,0.076,98.7
2022-03-22,202203220MIL,MIL,https://www.basketball-reference.com/boxscores/202203220MIL.html,99.3,0.683,14.2,15.2,0.171,126.8
