game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg
2022-04-15,202204150CLE,ATL,Danilo Gallinari,https://www.basketball-reference.com/boxscores/202204150CLE.html,40:51,.474,.385,.462,.308,3.1,5.9,4.5,3.4,0.0,2.6,16.9,20.3,91,117
2022-04-15,202204150CLE,ATL,Trae Young,https://www.basketball-reference.com/boxscores/202204150CLE.html,40:15,.656,.600,.440,.360,0.0,8.9,4.6,45.7,0.0,2.7,12.1,38.3,131,116
2022-04-15,202204150CLE,ATL,Kevin Huerter,https://www.basketball-reference.com/boxscores/202204150CLE.html,28:47,.591,.591,.273,.000,0.0,8.3,4.3,11.5,1.9,0.0,0.0,17.9,131,114
2022-04-15,202204150CLE,ATL,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202204150CLE.html,28:12,.357,.357,.357,.000,4.5,17.0,10.9,0.0,0.0,0.0,12.5,26.5,71,116
2022-04-15,202204150CLE,ATL,Clint Capela,https://www.basketball-reference.com/boxscores/202204150CLE.html,13:29,.902,1.000,.000,.667,37.5,35.6,36.5,0.0,0.0,0.0,0.0,13.5,194,112
2022-04-15,202204150CLE,ATL,Bogdan Bogdanović,https://www.basketball-reference.com/boxscores/202204150CLE.html,29:28,.931,.875,.375,.625,4.3,16.3,10.4,11.1,5.4,0.0,0.0,16.2,197,104
2022-04-15,202204150CLE,ATL,Onyeka Okongwu,https://www.basketball-reference.com/boxscores/202204150CLE.html,28:52,1.000,1.000,.000,.000,4.4,33.3,19.2,0.0,1.9,0.0,50.0,3.2,107,108
2022-04-15,202204150CLE,ATL,Delon Wright,https://www.basketball-reference.com/boxscores/202204150CLE.html,20:37,.333,.333,.667,.000,12.3,23.3,17.9,6.3,0.0,5.2,40.0,11.3,73,111
2022-04-15,202204150CLE,ATL,Gorgui Dieng,https://www.basketball-reference.com/boxscores/202204150CLE.html,5:28,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.1,0,120
2022-04-15,202204150CLE,ATL,Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/boxscores/202204150CLE.html,4:01,.532,.000,.000,2.000,0.0,29.9,15.3,0.0,0.0,0.0,0.0,21.9,127,113
2022-04-15,202204150CLE,CLE,Darius Garland,https://www.basketball-reference.com/boxscores/202204150CLE.html,43:18,.377,.352,.259,.074,2.8,5.8,4.3,36.9,3.7,0.0,15.2,36.6,83,118
2022-04-15,202204150CLE,CLE,Caris LeVert,https://www.basketball-reference.com/boxscores/202204150CLE.html,39:53,.576,.538,.692,.154,0.0,9.5,4.6,19.4,1.3,0.0,12.6,19.2,111,123
2022-04-15,202204150CLE,CLE,Evan Mobley,https://www.basketball-reference.com/boxscores/202204150CLE.html,37:29,.615,.542,.250,.500,9.6,16.8,13.1,21.8,0.0,5.2,0.0,18.8,145,120
2022-04-15,202204150CLE,CLE,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202204150CLE.html,36:32,.765,.765,.706,.000,3.3,24.2,13.5,0.0,2.9,2.7,5.6,23.8,134,114
2022-04-15,202204150CLE,CLE,Jarrett Allen,https://www.basketball-reference.com/boxscores/202204150CLE.html,35:30,.955,1.000,.000,1.000,3.4,7.1,5.2,8.6,0.0,2.8,25.8,10.5,143,124
2022-04-15,202204150CLE,CLE,Isaac Okoro,https://www.basketball-reference.com/boxscores/202204150CLE.html,21:51,.694,.667,.333,1.000,11.0,17.3,14.1,0.0,0.0,0.0,0.0,9.5,156,124
2022-04-15,202204150CLE,CLE,Rajon Rondo,https://www.basketball-reference.com/boxscores/202204150CLE.html,14:58,.000,.000,.667,.000,0.0,16.9,8.2,17.3,3.6,0.0,25.0,12.9,32,116
2022-04-15,202204150CLE,CLE,Kevin Love,https://www.basketball-reference.com/boxscores/202204150CLE.html,10:29,.750,.750,1.000,.000,0.0,48.2,23.5,0.0,5.1,0.0,0.0,9.2,140,104
