game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2024-12-08,202412080BRK,MIL,Q1,Damian Lillard,https://www.basketball-reference.com/boxscores/202412080BRK.html,7.87,0,0,0,0,3,4,.750,0,2,2,3,0,0,2,0,3,3.3,-4,,
2024-12-08,202412080BRK,MIL,Q1,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202412080BRK.html,12.0,5,8,0,0,1,1,1.000,1,5,6,1,0,1,0,0,11,11.0,+2,.625,
2024-12-08,202412080BRK,MIL,Q1,Brook Lopez,https://www.basketball-reference.com/boxscores/202412080BRK.html,7.0,0,0,0,0,1,2,.500,0,1,1,0,0,0,1,1,1,-0.5,+2,,
2024-12-08,202412080BRK,MIL,Q1,Andre Jackson Jr.,https://www.basketball-reference.com/boxscores/202412080BRK.html,7.0,1,2,1,2,0,0,,0,0,0,0,0,0,0,1,3,1.6,+2,.500,.500
2024-12-08,202412080BRK,MIL,Q1,Taurean Prince,https://www.basketball-reference.com/boxscores/202412080BRK.html,4.28,0,1,0,1,0,0,,0,1,1,0,0,0,1,2,0,-2.2,+1,.000,.000
2024-12-08,202412080BRK,MIL,Q1,Bobby Portis,https://www.basketball-reference.com/boxscores/202412080BRK.html,5.0,1,2,0,0,0,0,,0,2,2,0,0,1,0,0,2,2.3,0,.500,
2024-12-08,202412080BRK,MIL,Q1,Gary Trent Jr.,https://www.basketball-reference.com/boxscores/202412080BRK.html,4.13,1,2,1,2,2,2,1.000,0,0,0,0,1,0,0,0,5,5.0,+6,.500,.500
2024-12-08,202412080BRK,MIL,Q1,A.J. Green,https://www.basketball-reference.com/boxscores/202412080BRK.html,7.72,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+1,,
2024-12-08,202412080BRK,MIL,Q1,Khris Middleton,https://www.basketball-reference.com/boxscores/202412080BRK.html,5.0,1,2,0,0,0,0,,0,0,0,2,0,0,0,1,2,2.0,0,.500,
2024-12-08,202412080BRK,MIL,Q2,Damian Lillard,https://www.basketball-reference.com/boxscores/202412080BRK.html,12.0,1,3,1,3,1,2,.500,0,1,1,3,0,0,2,0,4,2.3,-3,.333,.333
2024-12-08,202412080BRK,MIL,Q2,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202412080BRK.html,6.05,2,3,0,0,1,2,.500,0,1,1,1,1,1,2,0,5,4.0,-3,.667,
2024-12-08,202412080BRK,MIL,Q2,Brook Lopez,https://www.basketball-reference.com/boxscores/202412080BRK.html,9.17,1,2,0,1,0,0,,0,0,0,0,0,0,0,0,2,1.0,-2,.500,.000
2024-12-08,202412080BRK,MIL,Q2,Taurean Prince,https://www.basketball-reference.com/boxscores/202412080BRK.html,7.05,0,0,0,0,0,0,,0,2,2,1,0,0,0,0,0,1.3,+1,,
2024-12-08,202412080BRK,MIL,Q2,Bobby Portis,https://www.basketball-reference.com/boxscores/202412080BRK.html,8.78,3,3,1,1,0,0,,0,1,1,0,0,1,1,0,7,6.1,-1,1.000,1.000
2024-12-08,202412080BRK,MIL,Q2,Gary Trent Jr.,https://www.basketball-reference.com/boxscores/202412080BRK.html,7.68,1,2,1,2,0,0,,0,0,0,0,0,0,1,0,3,1.0,-5,.500,.500
2024-12-08,202412080BRK,MIL,Q2,A.J. Green,https://www.basketball-reference.com/boxscores/202412080BRK.html,4.32,1,1,1,1,0,0,,0,0,0,0,0,0,0,1,3,2.3,+2,1.000,1.000
2024-12-08,202412080BRK,MIL,Q2,Khris Middleton,https://www.basketball-reference.com/boxscores/202412080BRK.html,4.95,0,1,0,0,0,0,,0,0,0,1,0,0,0,1,0,-0.4,-4,.000,
2024-12-08,202412080BRK,MIL,Q3,Damian Lillard,https://www.basketball-reference.com/boxscores/202412080BRK.html,6.95,1,2,1,2,1,1,1.000,0,0,0,0,0,0,1,0,4,2.0,-9,.500,.500
2024-12-08,202412080BRK,MIL,Q3,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202412080BRK.html,11.93,6,9,0,0,3,5,.600,1,1,2,0,0,0,1,2,15,9.5,+1,.667,
