game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-11-10,202411100PHO,SAC,https://www.basketball-reference.com/boxscores/202411100PHO.html,36,24,19,32,16,127
2024-11-10,202411100PHO,PHO,https://www.basketball-reference.com/boxscores/202411100PHO.html,31,22,29,29,7,118
