game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2023-04-04,202304040NOP,SAC,Q1,Keegan Murray,https://www.basketball-reference.com/boxscores/202304040NOP.html,8.05,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1.0,-4,,,
2023-04-04,202304040NOP,SAC,Q1,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202304040NOP.html,9.3,3,5,1,1,1,2,1,3,4,2,0,0,1,0,8,7.3,-4,.600,1.000,.500
2023-04-04,202304040NOP,SAC,Q1,Harrison Barnes,https://www.basketball-reference.com/boxscores/202304040NOP.html,8.05,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0.6,+2,.000,.000,
2023-04-04,202304040NOP,SAC,Q1,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202304040NOP.html,8.05,1,8,0,4,0,0,2,0,2,3,0,0,0,0,2,0.3,+2,.125,.000,
2023-04-04,202304040NOP,SAC,Q1,Kevin Huerter,https://www.basketball-reference.com/boxscores/202304040NOP.html,8.97,4,7,0,3,0,0,0,2,2,0,1,0,0,1,8,5.9,-4,.571,.000,
2023-04-04,202304040NOP,SAC,Q1,Malik Monk,https://www.basketball-reference.com/boxscores/202304040NOP.html,3.03,2,2,1,1,0,0,0,1,1,0,1,0,0,0,5,5.7,+7,1.000,1.000,
2023-04-04,202304040NOP,SAC,Q1,Davion Mitchell,https://www.basketball-reference.com/boxscores/202304040NOP.html,3.95,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,0.0,+1,.000,.000,
2023-04-04,202304040NOP,SAC,Q1,Alex Len,https://www.basketball-reference.com/boxscores/202304040NOP.html,2.7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2.4,+7,1.000,,
2023-04-04,202304040NOP,SAC,Q1,Trey Lyles,https://www.basketball-reference.com/boxscores/202304040NOP.html,3.95,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0,-1.5,+7,.000,.000,
2023-04-04,202304040NOP,SAC,Q1,Kessler Edwards,https://www.basketball-reference.com/boxscores/202304040NOP.html,3.95,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.7,+1,,,
2023-04-04,202304040NOP,SAC,Q2,Keegan Murray,https://www.basketball-reference.com/boxscores/202304040NOP.html,10.0,2,4,2,3,0,0,0,1,1,1,0,1,0,0,6,5.7,+6,.500,.667,
2023-04-04,202304040NOP,SAC,Q2,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202304040NOP.html,7.62,2,3,0,0,0,0,0,2,2,4,0,0,0,2,4,5.3,+5,.667,,
2023-04-04,202304040NOP,SAC,Q2,Harrison Barnes,https://www.basketball-reference.com/boxscores/202304040NOP.html,9.62,3,4,1,1,2,2,0,0,0,0,0,0,0,0,9,7.4,+7,.750,1.000,1.000
2023-04-04,202304040NOP,SAC,Q2,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202304040NOP.html,7.78,4,5,1,1,1,2,0,1,1,2,0,0,0,0,10,9.4,+8,.800,1.000,.500
2023-04-04,202304040NOP,SAC,Q2,Kevin Huerter,https://www.basketball-reference.com/boxscores/202304040NOP.html,2.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,-2,,,
2023-04-04,202304040NOP,SAC,Q2,Malik Monk,https://www.basketball-reference.com/boxscores/202304040NOP.html,9.1,3,4,1,2,2,2,0,1,1,3,1,0,0,0,9,10.8,+10,.750,.500,1.000
2023-04-04,202304040NOP,SAC,Q2,Davion Mitchell,https://www.basketball-reference.com/boxscores/202304040NOP.html,4.22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,0,1.000,,
2023-04-04,202304040NOP,SAC,Q2,Alex Len,https://www.basketball-reference.com/boxscores/202304040NOP.html,4.38,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1.3,+3,,,
2023-04-04,202304040NOP,SAC,Q2,Trey Lyles,https://www.basketball-reference.com/boxscores/202304040NOP.html,4.38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,+3,.000,.000,
2023-04-04,202304040NOP,SAC,Q3,Keegan Murray,https://www.basketball-reference.com/boxscores/202304040NOP.html,10.62,5,7,5,6,0,0,1,1,2,0,0,0,1,2,15,11.3,+1,.714,.833,
2023-04-04,202304040NOP,SAC,Q3,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202304040NOP.html,9.1,2,4,0,1,0,0,0,3,3,3,0,0,0,1,4,4.6,0,.500,.000,
2023-04-04,202304040NOP,SAC,Q3,Harrison Barnes,https://www.basketball-reference.com/boxscores/202304040NOP.html,8.43,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2.7,+5,1.000,,
