player,elo
Rob Dillingham,1501.5430457064365
Dexter Dennis,1501.5078422030947
Jeremy Lamb,1501.4659216456816
Will Barton,1501.390304966447
Jason Preston,1501.3874824637774
Quinten Post,1501.3753905008089
Dillon Jones,1501.2455567818422
Malcolm Miller,1501.2247584948814
Jackson Rowe,1501.2158237535411
Tyson Chandler,1501.1482503963862
Noah Vonleh,1501.0542055475353
Enrique Freeman,1501.0199038650192
Pacome Dadiet,1500.983073395246
Gabe York,1500.9627349211169
Mac McClung,1500.9497903175222
Nae'Qwan Tomlin,1500.9252578354249
Keshad Johnson,1500.9212067336075
Nicolò Melli,1500.9117062192258
Jarrell Brantley,1500.8167624513667
Skal Labissière,1500.7978130004217
Keyontae Johnson,1500.77199292269
Miye Oni,1500.7434355468708
Tyler Kolek,1500.717700839421
Cameron Oliver,1500.7149700436341
Alex Ducas,1500.714898872669
T.J. Leaf,1500.6934036133116
Nik Stauskas,1500.6905122200433
Adam Mokoka,1500.6771846830788
Quenton Jackson,1500.674404491815
Ersan İlyasova,1500.6505076765543
Gabriel Lundberg,1500.6227923517313
Harrison Ingram,1500.6052721414012
Cam Christie,1500.6041512916945
Greg Monroe,1500.5827028633048
Amari Bailey,1500.5766559759813
Emanuel Miller,1500.5261705462126
Johnny Furphy,1500.5123161327135
Trentyn Flowers,1500.4987147222898
Mãozinha Pereira,1500.4922990583304
Alize Johnson,1500.4852426944565
Dion Waiters,1500.4671736491516
Kostas Antetokounmpo,1500.4293229124257
Cole Swider,1500.4280059776652
Buddy Boeheim,1500.4114866642822
Devontae Cacok,1500.4112377828899
Khyri Thomas,1500.39118457682
Corey Brewer,1500.389653314162
Johnathan Motley,1500.35314046559
Jordan Walsh,1500.3457603185623
Thabo Sefolosha,1500.334297474115
JD Davison,1500.3252684003403
Alec Burks,1500.309071158709
Chris Clemons,1500.3076439611457
Kadeem Allen,1500.2917356004878
Jules Bernard,1500.2683404862282
Henri Drell,1500.259324901051
Craig Sword,1500.2222181963925
Henry Ellenson,1500.1989623476757
Jared Harper,1500.1911231570566
Gabriel Deck,1500.1866583601018
Devon Hall,1500.1854169491194
Courtney Lee,1500.18461292053
Tacko Fall,1500.1841566156195
Naz Mitrou-Long,1500.1732825323977
Jontay Porter,1500.1676227421403
Matt Mooney,1500.163634493284
Eric Mika,1500.1535867292632
Bobi Klintman,1500.1506226738686
Goran Dragić,1500.1174309801122
Hassani Gravett,1500.1167197822576
Juwan Morgan,1500.1099036392015
Amile Jefferson,1500.1096369455838
Alex Fudge,1500.102307868164
Tyler Smith,1500.0973376535528
Jalen Slawson,1500.0938684890934
Jamorko Pickett,1500.0840596003413
Kyle O'Quinn,1500.0814957046769
Kai Jones,1500.0773941571615
Killian Tillie,1500.0744490762768
Derrick Walton,1500.0608070076578
Joakim Noah,1500.0552715365623
Jonah Bolden,1500.0552523636418
Gordon Hayward,1500.0380279982191
Andre Roberson,1500.0309192953184
Zach Norvell,1500.0103599472986
JJ Redick,1500.0097546152356
Jalen Harris,1500.0091854517004
Olivier Sarr,1500.0074651271802
Amida Brimah,1499.9969742798773
Marco Belinelli,1499.9941531606416
Ante Žižić,1499.9937774795653
Dewan Hernandez,1499.9898354790027
Jared Dudley,1499.9764260822667
Antonius Cleveland,1499.9740599057618
Jay Scrubb,1499.9675882801625
Robert Franks,1499.9454632331424
Josh Reaves,1499.944208183084
Kevin Hervey,1499.9229958778337
Jordan Schakel,1499.911658552025
B.J. Johnson,1499.9070402776767
E.J. Liddell,1499.8895544843108
Elijah Bryant,1499.8655193492186
Dakota Mathias,1499.857604545876
Josh Magette,1499.85535140907
Jalen Lecque,1499.8515722583936
Kyle Alexander,1499.8492529550178
Meyers Leonard,1499.8405054161603
Phillip Wheeler,1499.798308486186
Abdel Nader,1499.7868312792875
Brian Bowen,1499.776223241724
Mychal Mulder,1499.768399726474
Jeremiah Martin,1499.7658016521773
Braxton Key,1499.7592434478088
Jarrod Uthoff,1499.7558941206264
Yuri Collins,1499.746240968039
Myles Powell,1499.7295429174358
Nigel Williams-Goss,1499.7231673990416
Tyrell Terry,1499.7223264917795
Emmanuel Mudiay,1499.7172391005652
E'Twaun Moore,1499.7071440163961
Scotty Hopson,1499.694949301882
Josh Gray,1499.6750929946616
D'Moi Hodge,1499.6707201711222
Brodric Thomas,1499.659277917838
Anžejs Pasečņiks,1499.6488546362289
William Howard,1499.6466642613864
Chandler Parsons,1499.6285272176622
Jeremy Pargo,1499.626649108877
RJ Nembhard Jr.,1499.6200691448266
Mfiondu Kabengele,1499.6178292848972
Jemerrio Jones,1499.6120729357624
Luc Mbah a Moute,1499.6111504666767
Drew Peterson,1499.6061045499084
Cameron McGriff,1499.593295849969
Jerian Grant,1499.5752928120578
Vic Law,1499.5735528002929
Pat Connaughton,1499.5681216244109
Matthew Hurt,1499.566753149309
Andre Iguodala,1499.5639051877765
Jermaine Samuels,1499.5608661167553
Devon Dotson,1499.5574006601082
Tolu Smith,1499.557390192572
Darius Days,1499.540562166953
C.J. Miles,1499.5285125190737
Mike James,1499.5252016234945
Anderson Varejão,1499.5203193395719
Trayvon Palmer,1499.5189285722176
Malcolm Hill,1499.49191208122
Mike Scott,1499.4867527913523
Daniss Jenkins,1499.4816451335082
Shabazz Napier,1499.4662603369723
Kevin Pangos,1499.4658170753582
Johnathan Williams,1499.4606963963388
Robert Woodard II,1499.4589288792333
Kelly Olynyk,1499.4527458207958
Joe Chealey,1499.4515553667018
Duncan Robinson,1499.4486220257136
Dereon Seabron,1499.4351463898522
Brandon Knight,1499.4251385473995
Ryan Broekhoff,1499.423983583536
Paul Watson,1499.4081031715004
Norvel Pelle,1499.407327016755
Axel Toupane,1499.3522120086122
Daniel Oturu,1499.3499454489533
Ray Spalding,1499.3346663302013
Terquavion Smith,1499.3340354644197
Cameron Reynolds,1499.3338269653318
Adam Flagler,1499.3309689149164
Denzel Valentine,1499.323839155359
Frank Mason III,1499.3230409671228
Emanuel Terry,1499.3069446214436
Adama Sanogo,1499.302989282211
Luke Travers,1499.2894572182033
Cheick Diallo,1499.2892008075496
Xavier Cooks,1499.265908382779
Elie Okobo,1499.2604855404575
Jared McCain,1499.257579641156
Sharife Cooper,1499.2383446489052
Joe Wieskamp,1499.22400645251
Donta Hall,1499.2169237423495
Darren Collison,1499.2098341762055
Troy Daniels,1499.2008742183868
Thon Maker,1499.1952954330995
Bruno Caboclo,1499.191638706296
Yves Pons,1499.1810359226035
Mason Jones,1499.1808598235473
Vincent Poirier,1499.1758046190619
Trey Burke,1499.1631900111206
Kennedy Chandler,1499.1497815855887
Marko Gudurić,1499.1482791165313
JaKarr Sampson,1499.1403161594503
Jordan McRae,1499.138421944727
J.J. Barea,1499.1378495885813
Michael Kidd-Gilchrist,1499.1360129169889
Zylan Cheatham,1499.131052696264
Chaundee Brown Jr.,1499.1289187907882
Vernon Carey Jr.,1499.1174326944565
Quinn Cook,1499.1170370689279
Quinndary Weatherspoon,1499.0985822445152
Allonzo Trier,1499.0923825196783
Malik Fitts,1499.0873787250594
Marques Bolden,1499.0856251915725
Carsen Edwards,1499.0792089203376
Ron Harper Jr.,1499.0627009992318
Xavier Moon,1499.0389932853186
Ariel Hukporti,1499.0343035242836
Marvin Williams,1499.0330135746492
Dario Šarić,1498.9997401251792
Cody Zeller,1498.9970852657157
Dragan Bender,1498.989607723278
Cassius Stanley,1498.9886291664398
Louis King,1498.960307458738
Maxi Kleber,1498.9519859223956
Leandro Bolmaro,1498.9442865583155
Trevor Hudgins,1498.9342114762849
Aleem Ford,1498.93362082216
Cassius Winston,1498.925465875196
DeMarre Carroll,1498.9218505374815
Tyrone Wallace,1498.9036882884398
Lance Thomas,1498.8782523439804
Alen Smailagić,1498.8717905348412
Deonte Burton,1498.8681377346734
Javonte Smart,1498.814480865248
Justin Wright-Foreman,1498.8095764017048
Kel'el Ware,1498.8072295185968
Rodions Kurucs,1498.787383398525
Miles Norris,1498.7845948100642
Willie Cauley-Stein,1498.7775165400526
Chance Comanche,1498.7697708391602
Cristiano Felício,1498.755480197243
Langston Galloway,1498.7520412978356
Patrick McCaw,1498.7248209955706
Jazian Gortman,1498.721683946651
N'Faly Dante,1498.6777917291197
Jaylen Hoard,1498.6402628059836
D.J. Carton,1498.623002830004
David Duke Jr.,1498.6039532772536
Jordan Hall,1498.5429892167022
J.R. Smith,1498.5381030717053
Kendall Brown,1498.519713160977
Tremont Waters,1498.5182027199342
Jordan Bell,1498.5019870442047
Devin Cannady,1498.495156923572
Taze Moore,1498.4859494699263
Vince Carter,1498.481765392834
Leaky Black,1498.4771767004272
Karim Mané,1498.4730724224353
Wesley Matthews,1498.4381583628006
Deividas Sirvydis,1498.4229048822672
Caleb Swanigan,1498.3499878417235
Evan Turner,1498.2894592247808
Ajay Mitchell,1498.2681414431995
Isaiah Mobley,1498.2582784007195
Rayjon Tucker,1498.2552276346178
Kelan Martin,1498.2346205387244
Michael Frazier,1498.2142043667027
Sindarius Thornwell,1498.1878158235136
Mamadi Diakite,1498.1616477054613
Devonte' Graham,1498.1533843221525
Kevon Harris,1498.0936870984367
Marquese Chriss,1498.0854445825314
Charles Bassey,1498.0817275458578
Nico Mannion,1498.0782140489816
Iman Shumpert,1498.0688448272147
Seth Lundy,1498.0600910513492
Džanan Musa,1498.028572853267
Chris Chiozza,1497.9931623329041
Dante Exum,1497.9676081849368
Chris Silva,1497.957279578584
Justin James,1497.9532169672254
Armel Traoré,1497.9171123291444
Jacob Toppin,1497.9007962236003
Ian Mahinmi,1497.8809516248657
Sean McDermott,1497.8496042284212
Eric Bledsoe,1497.7989260928575
Yogi Ferrell,1497.7841439846457
Omari Spellman,1497.780744781907
Pat Spencer,1497.7678831791845
Klay Thompson,1497.7584080079462
Pete Nance,1497.749850687557
Xavier Sneed,1497.7409078126643
MarJon Beauchamp,1497.7055057745804
D.J. Wilson,1497.6317561165702
Chris Livingston,1497.6062185561038
Ulrich Chomche,1497.5722070533286
Lindell Wigginton,1497.4841551002435
Jack White,1497.4805286842459
Emoni Bates,1497.4775023455354
Jack McVeigh,1497.474146267927
Justin Anderson,1497.4733636112217
Georgios Kalaitzakis,1497.4302066481073
Ed Davis,1497.3968734634054
Anthony Tolliver,1497.395730645894
KZ Okpala,1497.2588381211965
Udonis Haslem,1497.2156123071009
Justin Patton,1497.1857086578239
Raul Neto,1497.1839260740817
Onuralp Bitim,1497.171274846124
Scotty Pippen Jr.,1497.1614745038673
Markus Howard,1497.1437197826237
Stanley Umude,1497.1205085854986
Jordan Bone,1497.078808179958
Jahlil Okafor,1497.0708189548945
Ricky Rubio,1497.0246053529436
DeMarcus Cousins,1497.0052813815425
Reed Sheppard,1496.9875991589515
Kobi Simmons,1496.9563852488263
Daniel Theis,1496.9366364593598
Jake Layman,1496.9066510469258
Isaac Bonga,1496.8715744942917
Rudy Gay,1496.8673280944877
DeJon Jarreau,1496.8582257494108
Charlie Brown Jr.,1496.836336984331
Patrick Baldwin Jr.,1496.8238526959099
Brandon Goodwin,1496.7922157122257
Bronny James,1496.7805338742735
Matt Ryan,1496.7448456853415
Trey Alexander,1496.7257758829667
Reggie Perry,1496.6842577958198
Julian Phillips,1496.6293503194786
Wilson Chandler,1496.6023718107858
Omer Yurtseven,1496.5687746801927
Ashton Hagans,1496.5472436765658
Gorgui Dieng,1496.544371939122
Jeenathan Williams,1496.5037765517707
Spencer Jones,1496.478493779025
Reggie Bullock,1496.4674683969267
Duop Reath,1496.4267647641227
Theo Pinson,1496.401256267563
Jacob Evans,1496.4011741459076
Tyler Cook,1496.3984226466355
DeAndre' Bembry,1496.355578384021
Jeff Teague,1496.3539961081692
James Ennis III,1496.2690069074988
Al-Farouq Aminu,1496.2636399543967
Oso Ighodaro,1496.2324949376125
Maxwell Lewis,1496.1686852514522
Isaiah Todd,1496.160981727963
Freddie Gillespie,1496.1382429140763
Isaiah Wong,1496.1078300102672
Robin Lopez,1496.0609164028617
Sterling Brown,1496.0238964344996
Dwight Howard,1495.9672169341065
Jared Butler,1495.926843663732
Didi Louzada,1495.9144344667966
David Nwaba,1495.8981607636717
Kyle Guy,1495.894010830278
Josh Hall,1495.8531523257648
Jaylen Sims,1495.8131655265202
Saben Lee,1495.7641240886833
Kobe Bufkin,1495.6872283915616
Jahmi'us Ramsey,1495.6036498747264
Marcus Garrett,1495.578551480756
Facundo Campazzo,1495.564204899967
Jarace Walker,1495.56191222265
Damyean Dotson,1495.556986520009
Isaac Jones,1495.5327581551157
Treveon Graham,1495.529996825943
Lester Quiñones,1495.5246898750806
A.J. Lawson,1495.5038440077392
Tyler Johnson,1495.4692724430831
Jerome Robinson,1495.416713375438
Wayne Ellington,1495.4074422712079
Hunter Tyson,1495.384158456198
Ky Bowman,1495.3813326120958
Ibou Badji,1495.375352415977
Jalen Pickett,1495.2674990716782
McKinley Wright IV,1495.2577997331555
Keaton Wallace,1495.1916116460704
Mario Hezonja,1495.1159490906796
Jonathan Kuminga,1495.1106042199056
Gary Clark,1495.1021972293388
Chandler Hutchison,1495.0799693322447
Melvin Frazier,1495.0706086586533
Dominick Barlow,1494.753632998344
Greg Brown III,1494.7522478345404
AJ Griffin,1494.6844398360604
Terry Taylor,1494.6368774336459
Justin Robinson,1494.5754008853041
Udoka Azubuike,1494.5612552292987
Juan Toscano-Anderson,1494.4773762054274
Karlo Matković,1494.457538284949
Kent Bazemore,1494.3936461256499
Lance Stephenson,1494.3643660459215
Khem Birch,1494.3585172972043
Thanasis Antetokounmpo,1494.2772387656491
Matthew Dellavedova,1494.2332176183932
Harry Giles,1494.1636023405583
Jaden Springer,1494.128098100629
Davon Reed,1494.0508345203104
Kobe Brown,1494.0400603805263
Dewayne Dedmon,1493.9881022011587
Edmond Sumner,1493.9711036932767
PJ Dozier,1493.9577782347908
Rodney McGruder,1493.8675154526104
Wendell Moore Jr.,1493.8573707345747
Jamaree Bouyea,1493.8484233462264
Ignas Brazdeikis,1493.8214449101076
Ryan Arcidiacono,1493.8115783061085
Tim Frazier,1493.8060324376493
Maurice Harkless,1493.783162490537
Jordan Miller,1493.743001428396
Jake LaRavia,1493.6271357145667
Moussa Diabaté,1493.5946416123284
Malik Williams,1493.5915106514522
Toumani Camara,1493.5657507286546
Damion Lee,1493.558823935008
Isaiah Thomas,1493.5396064588779
Keljin Blevins,1493.4791846741284
Michael Carter-Williams,1493.3200987993368
Brad Wanamaker,1493.3161117885863
Wes Iwundu,1493.1908967453683
Guerschon Yabusele,1493.1742122817925
Terrance Ferguson,1493.0670577004598
Vit Krejci,1493.0610425760208
Solomon Hill,1493.0478936420793
Rajon Rondo,1492.9160027652106
Nic Claxton,1492.8730184659148
Andre Drummond,1492.8720972704598
Justin Jackson,1492.7254318456735
Allen Crabbe,1492.696897847117
Juancho Hernangómez,1492.6823037256104
Zavier Simpson,1492.6620529084762
Jett Howard,1492.6541007164053
Zach Edey,1492.6442595969081
Dalano Banton,1492.5205704702767
Justise Winslow,1492.4527445142098
Alfonzo McKinnie,1492.429415671382
Richaun Holmes,1492.2972667118875
Kylor Kelley,1492.2923946102233
Timmy Allen,1492.1094997508233
Keifer Sykes,1491.980951545427
Dariq Whitehead,1491.9711111366305
Trent Forrest,1491.947869018921
Victor Oladipo,1491.8521017803964
Ausar Thompson,1491.7946829905777
Semi Ojeleye,1491.768632319365
Trevor Ariza,1491.764601289069
Elijah Hughes,1491.7554366456793
Tristan Vukcevic,1491.5770278102045
Armoni Brooks,1491.4522372914712
Taylor Hendricks,1491.2595064740542
Drew Timme,1491.2508848111863
Bruno Fernando,1491.2244784110571
Tony Snell,1491.2074980805762
Tomáš Satoranský,1490.7495679596664
Mark Williams,1490.7228620841563
Luka Šamanić,1490.5745859480664
Rodney Hood,1490.4730624588237
Duane Washington Jr.,1490.424715155949
Aron Baynes,1490.360036436919
Mouhamadou Gueye,1490.338369923128
Colby Jones,1490.2569113892412
Isaac Okoro,1490.255306959062
John Wall,1490.090904571692
Kris Murray,1490.0817563662933
Frank Ntilikina,1490.0453538411402
Glenn Robinson III,1489.971749157608
Yuta Watanabe,1489.80026051396
Ja'Kobe Walter,1489.7199119246784
P.J. Washington,1489.6207512493534
Tyson Etienne,1489.596525400232
Frank Jackson,1489.5623789425993
Jamal Cain,1489.5138976897622
Miles Bridges,1489.455528721474
Lamar Stevens,1489.4534567742485
Justin Minaya,1489.4284306486143
Jaylen Wells,1489.3963456078204
Carmelo Anthony,1489.2868227898161
Dalen Terry,1489.2160182967052
Colin Castleton,1489.1705513628074
Orlando Robinson,1489.1463218474557
Timothé Luwawu-Cabarrot,1489.112578604016
Talen Horton-Tucker,1489.0528847293185
Landry Shamet,1489.0021333438237
Jericho Sims,1488.9674047343506
Evan Fournier,1488.955500541643
Chasson Randle,1488.9045807044286
Bryn Forbes,1488.8480998282873
Usman Garuba,1488.830765629645
Svi Mykhailiuk,1488.6727775315908
Jaylen Nowell,1488.6620164614815
TyTy Washington Jr.,1488.624019511302
Troy Brown Jr.,1488.6176853007523
Patty Mills,1488.5487511843055
Moses Brown,1488.5007358753157
CJ Elleby,1488.492401916964
D.J. Augustin,1488.2635425508863
Joshua Primo,1488.2509202727688
Nathan Mensah,1488.1770705726235
Dalton Knecht,1488.0425503762476
Josh Jackson,1488.0300836456329
Keion Brooks Jr.,1487.9553917599806
Tosan Evbuomwan,1487.648804559469
Marcus Sasser,1487.63918241072
Admiral Schofield,1487.6172899260996
Jacob Gilyard,1487.4664016589322
Jarrett Culver,1487.4126424178723
Eric Paschall,1487.3245463695225
Jaylen Martin,1487.306605417972
JaMychal Green,1487.2029149166003
Jaden Hardy,1487.052128148904
Ricky Council IV,1487.0060670545665
James Johnson,1486.9563071640077
Marcus Bagley,1486.8780662327092
Tristan Thompson,1486.8522183314396
Ben McLemore,1486.8165523283737
Stanley Johnson,1486.5565515757844
Javon Freeman-Liberty,1486.508140531295
Reece Beekman,1486.3757937177165
Jaime Jaquez Jr.,1486.332573374638
Keita Bates-Diop,1486.258187457005
Markieff Morris,1486.1435731332722
James Bouknight,1485.9866387066204
Julian Champagnie,1485.9815906995113
Jalen Hood-Schifino,1485.9507610196351
Olivier-Maxence Prosper,1485.929532466282
Dennis Smith Jr.,1485.8230931119024
Bojan Bogdanović,1485.5262516519858
Romeo Langford,1485.5133133935456
Pelle Larsson,1485.3799747644407
Matas Buzelis,1485.2162854657297
Justin Holiday,1485.1046144966585
Grant Williams,1484.9965330761222
Kira Lewis Jr.,1484.955813405399
Malachi Flynn,1484.9484215687776
Micah Potter,1484.762799399504
Tristan Da Silva,1484.755704203717
Hamidou Diallo,1484.7322327870502
Adem Bona,1484.527622537256
Josh Richardson,1484.4651168420648
Justin Champagnie,1484.434321583539
Sekou Doumbouya,1484.4119042936263
Ben Sheppard,1484.3741486458077
Quentin Grimes,1484.150076600634
Ron Holland,1483.6441399412045
Tyrese Martin,1483.587540919935
Damian Jones,1483.520413583797
Tim Hardaway Jr.,1483.4985082999874
Collin Sexton,1483.2763902893678
Cam Thomas,1482.9459067478585
Coby White,1482.6701220801601
Jamison Battle,1482.3076249538333
Damion Baugh,1482.1511245870304
Andre Jackson Jr.,1481.8069245036538
Doug McDermott,1481.7008448389101
Isaiah Roby,1481.6324514197602
Antonio Reeves,1481.429075326165
Avery Bradley,1481.4197765895196
Naji Marshall,1481.3950122733288
Chuma Okeke,1481.1899642864303
Rayan Rupert,1481.0445899055048
Andrew Wiggins,1480.896124643805
Caleb Martin,1480.6396419350633
Marcus Morris,1480.4105083524387
Simone Fontecchio,1480.379385330859
Vince Williams Jr.,1479.6306361769075
Jonathan Mogbo,1479.5479966663104
Jae'Sean Tate,1479.1067217223026
Dwayne Bacon,1479.0986682842627
Chris Duarte,1479.0615212909504
Anthony Black,1478.560642018147
Zach Collins,1478.206405426675
Tre Mann,1478.1903743442908
Daishen Nix,1478.1342388255448
Garrett Temple,1478.101106818194
Spencer Dinwiddie,1477.5559294880304
Trey Jemison,1477.0575189355905
Noah Clowney,1477.0555848120605
Max Christie,1476.9861275260291
Anfernee Simons,1476.7675174721348
Cody Martin,1476.007872869094
JT Thor,1475.6073193663078
AJ Johnson,1475.5184507128422
Stephon Castle,1475.4534693925734
Austin Rivers,1475.161753295314
Kyle Filipowski,1475.059468308515
Terry Rozier,1474.985773057668
Ryan Dunn,1474.9715371260675
Zaccharie Risacher,1474.8214352240457
Jordan Clarkson,1474.1406998388784
Justin Edwards,1474.0241914859205
Precious Achiuwa,1473.7303409208926
De'Andre Hunter,1473.530527783221
Saddiq Bey,1473.507751111889
Gary Trent Jr.,1473.2444864782863
Jerami Grant,1472.3564639653418
Haywood Highsmith,1471.742147171207
