game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-10-19,202210190MEM,NYK,https://www.basketball-reference.com/boxscores/202210190MEM.html,23,23,33,29,4,112
2022-10-19,202210190MEM,MEM,https://www.basketball-reference.com/boxscores/202210190MEM.html,25,36,24,23,7,115
