game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2022-12-02,202212020UTA,IND,https://www.basketball-reference.com/boxscores/202212020UTA.html,114.1,0.5,15.1,18.8,0.293,104.3
2022-12-02,202212020UTA,UTA,https://www.basketball-reference.com/boxscores/202212020UTA.html,114.1,0.645,20.8,23.5,0.386,121.8
