game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-01-27,202401270GSW,LAL,https://www.basketball-reference.com/boxscores/202401270GSW.html,33,35,23,27,12,15,145
2024-01-27,202401270GSW,GSW,https://www.basketball-reference.com/boxscores/202401270GSW.html,30,33,36,19,12,14,144
