game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2019-11-20,201911200MIN,UTA,https://www.basketball-reference.com/boxscores/201911200MIN.html,26,22,25,30,103
2019-11-20,201911200MIN,MIN,https://www.basketball-reference.com/boxscores/201911200MIN.html,19,27,22,27,95
