game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2022-12-09,202212090NOP,PHO,Deandre Ayton,https://www.basketball-reference.com/boxscores/202212090NOP.html,39.65,11,15,.733,0,0,3,5,.600,4,10,14,2,1,1,3,3,25,22.8,-11,
2022-12-09,202212090NOP,PHO,Devin Booker,https://www.basketball-reference.com/boxscores/202212090NOP.html,36.0,5,17,.294,2,8,2,4,.500,0,2,2,7,1,0,3,4,14,5.2,-18,.250
2022-12-09,202212090NOP,PHO,Mikal Bridges,https://www.basketball-reference.com/boxscores/202212090NOP.html,35.27,4,12,.333,3,5,0,0,,2,3,5,3,2,0,1,5,11,7.6,-7,.600
2022-12-09,202212090NOP,PHO,Chris Paul,https://www.basketball-reference.com/boxscores/202212090NOP.html,34.08,7,14,.500,6,9,4,4,1.000,0,8,8,7,0,0,3,3,24,20.1,+3,.667
2022-12-09,202212090NOP,PHO,Torrey Craig,https://www.basketball-reference.com/boxscores/202212090NOP.html,30.2,5,9,.556,4,7,0,0,,1,4,5,3,0,0,3,0,14,10.7,-13,.571
2022-12-09,202212090NOP,PHO,Damion Lee,https://www.basketball-reference.com/boxscores/202212090NOP.html,18.65,4,6,.667,4,6,0,0,,0,0,0,0,0,1,0,2,12,9.3,+3,.667
2022-12-09,202212090NOP,PHO,Cameron Payne,https://www.basketball-reference.com/boxscores/202212090NOP.html,16.13,2,6,.333,1,5,0,0,,0,1,1,5,1,0,0,1,5,6.0,-17,.200
2022-12-09,202212090NOP,PHO,Josh Okogie,https://www.basketball-reference.com/boxscores/202212090NOP.html,12.73,1,2,.500,1,2,0,0,,1,1,2,1,0,0,1,4,3,1.1,+5,.500
2022-12-09,202212090NOP,PHO,Jock Landale,https://www.basketball-reference.com/boxscores/202212090NOP.html,11.9,4,5,.800,1,2,0,0,,0,0,0,0,0,1,1,3,9,5.6,-2,.500
2022-12-09,202212090NOP,PHO,Landry Shamet,https://www.basketball-reference.com/boxscores/202212090NOP.html,4.62,0,0,,0,0,0,0,,0,0,0,2,1,0,1,0,0,1.4,0,
2022-12-09,202212090NOP,PHO,Dario Šarić,https://www.basketball-reference.com/boxscores/202212090NOP.html,0.77,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,
2022-12-09,202212090NOP,NOP,Zion Williamson,https://www.basketball-reference.com/boxscores/202212090NOP.html,36.73,13,17,.765,0,0,9,12,.750,1,6,7,4,1,0,2,0,35,31.4,+30,
2022-12-09,202212090NOP,NOP,CJ McCollum,https://www.basketball-reference.com/boxscores/202212090NOP.html,33.08,7,16,.438,1,6,3,3,1.000,1,6,7,5,1,0,1,1,18,15.2,+8,.167
2022-12-09,202212090NOP,NOP,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202212090NOP.html,28.15,4,16,.250,0,3,4,4,1.000,2,8,10,0,0,0,2,1,12,3.8,-4,.000
2022-12-09,202212090NOP,NOP,Trey Murphy III,https://www.basketball-reference.com/boxscores/202212090NOP.html,27.3,1,5,.200,1,5,0,0,,0,3,3,1,0,0,2,2,3,-1.3,-3,.200
2022-12-09,202212090NOP,NOP,Dyson Daniels,https://www.basketball-reference.com/boxscores/202212090NOP.html,19.37,2,3,.667,0,0,0,0,,2,2,4,2,0,0,1,2,4,4.3,-2,
2022-12-09,202212090NOP,NOP,Naji Marshall,https://www.basketball-reference.com/boxscores/202212090NOP.html,31.27,5,11,.455,2,6,2,3,.667,1,1,2,4,1,0,0,2,14,11.9,-1,.333
2022-12-09,202212090NOP,NOP,Jose Alvarado,https://www.basketball-reference.com/boxscores/202212090NOP.html,25.08,6,10,.600,3,5,5,7,.714,0,1,1,2,3,0,1,4,20,16.7,+13,.600
2022-12-09,202212090NOP,NOP,Larry Nance Jr.,https://www.basketball-reference.com/boxscores/202212090NOP.html,24.1,7,10,.700,0,0,3,4,.750,6,3,9,5,4,1,1,3,17,23.5,+11,
2022-12-09,202212090NOP,NOP,Devonte' Graham,https://www.basketball-reference.com/boxscores/202212090NOP.html,14.92,1,2,.500,1,2,2,2,1.000,0,1,1,4,0,0,1,0,5,6.1,+3,.500
