game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2023-11-26,202311260DEN,SAS,Q1,Keldon Johnson,https://www.basketball-reference.com/boxscores/202311260DEN.html,9.08,0,0,0,0,2,2,1.000,0,0,0,1,0,0,0,0,2,2.7,-6,,
2023-11-26,202311260DEN,SAS,Q1,Victor Wembanyama,https://www.basketball-reference.com/boxscores/202311260DEN.html,9.03,3,7,1,2,2,2,1.000,2,4,6,1,2,1,1,1,9,9.9,-5,.429,.500
2023-11-26,202311260DEN,SAS,Q1,Malaki Branham,https://www.basketball-reference.com/boxscores/202311260DEN.html,6.47,1,1,1,1,0,0,,0,0,0,0,0,0,0,2,3,1.9,-9,1.000,1.000
2023-11-26,202311260DEN,SAS,Q1,Zach Collins,https://www.basketball-reference.com/boxscores/202311260DEN.html,7.73,2,5,0,2,0,0,,0,0,0,1,1,0,2,1,4,0.6,-7,.400,.000
2023-11-26,202311260DEN,SAS,Q1,Jeremy Sochan,https://www.basketball-reference.com/boxscores/202311260DEN.html,6.47,0,1,0,0,0,0,,0,0,0,1,0,0,2,0,0,-2.0,-9,.000,
2023-11-26,202311260DEN,SAS,Q1,Devin Vassell,https://www.basketball-reference.com/boxscores/202311260DEN.html,5.53,3,5,3,4,0,0,,0,0,0,0,0,0,0,0,9,6.7,+5,.600,.750
2023-11-26,202311260DEN,SAS,Q1,Tre Jones,https://www.basketball-reference.com/boxscores/202311260DEN.html,5.53,0,0,0,0,0,0,,0,0,0,2,0,0,1,2,0,-0.4,+5,,
2023-11-26,202311260DEN,SAS,Q1,Julian Champagnie,https://www.basketball-reference.com/boxscores/202311260DEN.html,2.92,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,3,2.7,+2,1.000,1.000
2023-11-26,202311260DEN,SAS,Q1,Cedi Osman,https://www.basketball-reference.com/boxscores/202311260DEN.html,5.38,1,2,1,1,0,0,,1,1,2,2,0,0,0,0,3,4.4,+5,.500,1.000
2023-11-26,202311260DEN,SAS,Q1,Charles Bassey,https://www.basketball-reference.com/boxscores/202311260DEN.html,1.85,0,0,0,0,2,2,1.000,0,0,0,1,0,1,0,1,2,3.0,-1,,
