game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-03-24,202103240UTA,BRK,Q1,Bruce Brown,https://www.basketball-reference.com/boxscores/202103240UTA.html,10.47,2,3,.667,0,0,0,0,2,0,2,0,0,0,1,1,4,2.7,-19,,
2021-03-24,202103240UTA,BRK,Q1,Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/boxscores/202103240UTA.html,11.13,2,6,.333,1,3,1,1,0,1,1,0,0,0,2,1,6,0.5,-18,.333,1.000
2021-03-24,202103240UTA,BRK,Q1,Tyler Johnson,https://www.basketball-reference.com/boxscores/202103240UTA.html,9.53,0,2,.000,0,1,0,0,0,2,2,0,0,0,0,0,0,-0.8,-16,.000,
2021-03-24,202103240UTA,BRK,Q1,Jeff Green,https://www.basketball-reference.com/boxscores/202103240UTA.html,7.03,0,5,.000,0,2,0,0,0,2,2,0,0,1,0,0,0,-2.2,-13,.000,
2021-03-24,202103240UTA,BRK,Q1,Joe Harris,https://www.basketball-reference.com/boxscores/202103240UTA.html,4.95,0,3,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.1,-12,.000,
2021-03-24,202103240UTA,BRK,Q1,Alize Johnson,https://www.basketball-reference.com/boxscores/202103240UTA.html,1.53,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-2,,
2021-03-24,202103240UTA,BRK,Q1,Chris Chiozza,https://www.basketball-reference.com/boxscores/202103240UTA.html,4.97,1,6,.167,1,4,0,0,0,0,0,1,0,0,0,0,3,-0.1,-8,.250,
2021-03-24,202103240UTA,BRK,Q1,Reggie Perry,https://www.basketball-reference.com/boxscores/202103240UTA.html,0.87,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7,-3,,
2021-03-24,202103240UTA,BRK,Q1,Nic Claxton,https://www.basketball-reference.com/boxscores/202103240UTA.html,2.47,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5,,
2021-03-24,202103240UTA,BRK,Q1,DeAndre Jordan,https://www.basketball-reference.com/boxscores/202103240UTA.html,7.05,2,3,.667,0,0,0,0,3,1,4,0,0,0,0,0,4,5.1,-9,,
2021-03-24,202103240UTA,BRK,Q2,Bruce Brown,https://www.basketball-reference.com/boxscores/202103240UTA.html,4.13,0,1,.000,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,-7,.000,
2021-03-24,202103240UTA,BRK,Q2,Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/boxscores/202103240UTA.html,4.85,0,2,.000,0,0,1,2,0,1,1,0,0,0,0,0,1,-0.5,-8,,.500
2021-03-24,202103240UTA,BRK,Q2,Tyler Johnson,https://www.basketball-reference.com/boxscores/202103240UTA.html,7.22,2,4,.500,0,2,1,2,0,0,0,0,0,0,0,1,5,2.2,-11,.000,.500
