game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-11-18,202211180NOP,BOS,https://www.basketball-reference.com/boxscores/202211180NOP.html,40,27,22,28,117
2022-11-18,202211180NOP,NOP,https://www.basketball-reference.com/boxscores/202211180NOP.html,25,32,21,31,109
