game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-04-10,202204100ORL,MIA,https://www.basketball-reference.com/boxscores/202204100ORL.html,31,28,29,23,111
2022-04-10,202204100ORL,ORL,https://www.basketball-reference.com/boxscores/202204100ORL.html,31,37,33,24,125
