game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2020-01-13,202001130DET,NOP,https://www.basketball-reference.com/boxscores/202001130DET.html,32,31,26,13,15,117
2020-01-13,202001130DET,DET,https://www.basketball-reference.com/boxscores/202001130DET.html,23,29,25,25,8,110
