game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2019-11-13,201911130ORL,PHI,Ben Simmons,https://www.basketball-reference.com/boxscores/201911130ORL.html,35.28,9,12,.750,0,0,0,0,2,6,8,5,0,0,2,4,18,16.3,-12,,
2019-11-13,201911130ORL,PHI,Al Horford,https://www.basketball-reference.com/boxscores/201911130ORL.html,32.95,5,18,.278,2,8,2,4,1,7,8,2,0,0,3,3,14,2.6,-9,.250,.500
2019-11-13,201911130ORL,PHI,Tobias Harris,https://www.basketball-reference.com/boxscores/201911130ORL.html,31.35,4,13,.308,0,3,0,0,2,8,10,6,2,1,3,4,8,6.6,-5,.000,
2019-11-13,201911130ORL,PHI,Josh Richardson,https://www.basketball-reference.com/boxscores/201911130ORL.html,29.82,7,14,.500,2,4,3,5,0,6,6,5,1,0,2,4,19,13.9,-8,.500,.600
2019-11-13,201911130ORL,PHI,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/201911130ORL.html,27.87,4,11,.364,1,6,0,0,0,0,0,0,1,0,0,2,9,3.1,-19,.167,
2019-11-13,201911130ORL,PHI,James Ennis III,https://www.basketball-reference.com/boxscores/201911130ORL.html,17.9,4,6,.667,1,2,1,1,1,1,2,0,0,0,1,3,10,6.2,-3,.500,1.000
2019-11-13,201911130ORL,PHI,Mike Scott,https://www.basketball-reference.com/boxscores/201911130ORL.html,16.65,1,3,.333,1,2,0,0,0,3,3,0,0,0,1,0,3,1.2,-10,.500,
2019-11-13,201911130ORL,PHI,Kyle O'Quinn,https://www.basketball-reference.com/boxscores/201911130ORL.html,15.05,2,5,.400,1,2,0,0,2,4,6,5,0,2,1,2,5,8.0,-6,.500,
2019-11-13,201911130ORL,PHI,Raul Neto,https://www.basketball-reference.com/boxscores/201911130ORL.html,12.72,2,3,.667,0,0,2,2,0,2,2,0,1,1,2,1,6,4.6,-3,,1.000
2019-11-13,201911130ORL,PHI,Matisse Thybulle,https://www.basketball-reference.com/boxscores/201911130ORL.html,10.82,1,1,1.000,0,0,0,0,0,1,1,1,0,1,0,2,2,2.6,-3,,
2019-11-13,201911130ORL,PHI,Shake Milton,https://www.basketball-reference.com/boxscores/201911130ORL.html,9.6,1,5,.200,0,3,1,1,0,1,1,1,0,0,0,2,3,0.1,+3,.000,1.000
2019-11-13,201911130ORL,ORL,Aaron Gordon,https://www.basketball-reference.com/boxscores/201911130ORL.html,36.33,4,12,.333,3,5,7,9,1,12,13,7,1,1,2,2,18,18.5,+11,.600,.778
2019-11-13,201911130ORL,ORL,Jonathan Isaac,https://www.basketball-reference.com/boxscores/201911130ORL.html,34.9,5,9,.556,0,2,2,2,2,3,5,2,0,1,1,2,12,10.3,+8,.000,1.000
2019-11-13,201911130ORL,ORL,Nikola Vučević,https://www.basketball-reference.com/boxscores/201911130ORL.html,33.7,11,18,.611,2,4,1,2,2,10,12,2,0,0,1,3,25,20.0,+14,.500,.500
2019-11-13,201911130ORL,ORL,Evan Fournier,https://www.basketball-reference.com/boxscores/201911130ORL.html,31.0,5,10,.500,1,5,2,3,0,2,2,3,1,0,2,1,13,8.9,+13,.200,.667
2019-11-13,201911130ORL,ORL,Markelle Fultz,https://www.basketball-reference.com/boxscores/201911130ORL.html,21.1,2,6,.333,0,2,4,6,1,3,4,3,1,0,0,2,8,7.7,-4,.000,.667
2019-11-13,201911130ORL,ORL,D.J. Augustin,https://www.basketball-reference.com/boxscores/201911130ORL.html,26.9,4,13,.308,1,4,3,3,2,3,5,8,1,0,2,3,12,10.2,+19,.250,1.000
2019-11-13,201911130ORL,ORL,Terrence Ross,https://www.basketball-reference.com/boxscores/201911130ORL.html,25.98,4,11,.364,3,8,2,2,0,3,3,1,2,0,2,3,13,7.3,+11,.375,1.000
2019-11-13,201911130ORL,ORL,Mo Bamba,https://www.basketball-reference.com/boxscores/201911130ORL.html,14.3,0,1,.000,0,1,0,0,0,2,2,0,0,0,1,4,0,-2.7,+1,.000,
2019-11-13,201911130ORL,ORL,Michael Carter-Williams,https://www.basketball-reference.com/boxscores/201911130ORL.html,14.25,3,5,.600,0,0,5,7,1,1,2,1,0,0,2,2,11,6.8,+4,,.714
2019-11-13,201911130ORL,ORL,Al-Farouq Aminu,https://www.basketball-reference.com/boxscores/201911130ORL.html,1.53,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-2,.000,
