game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2021-02-06,202102060LAL,DET,https://www.basketball-reference.com/boxscores/202102060LAL.html,29,25,24,28,12,11,129
2021-02-06,202102060LAL,LAL,https://www.basketball-reference.com/boxscores/202102060LAL.html,27,36,25,18,12,17,135
