game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,ft_pct,fg3_pct
2021-01-20,202101200LAC,SAC,Q2,Marvin Bagley III,https://www.basketball-reference.com/boxscores/202101200LAC.html,10.07,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1.3,-5,.000,,
2021-01-20,202101200LAC,SAC,Q2,Buddy Hield,https://www.basketball-reference.com/boxscores/202101200LAC.html,8.17,1,2,1,1,0,0,0,1,1,2,1,0,1,0,3,3.7,-5,.500,,1.000
2021-01-20,202101200LAC,SAC,Q2,Tyrese Haliburton,https://www.basketball-reference.com/boxscores/202101200LAC.html,3.57,1,1,1,1,0,0,0,0,0,1,0,0,2,0,3,1.4,-2,1.000,,1.000
2021-01-20,202101200LAC,SAC,Q2,Glenn Robinson III,https://www.basketball-reference.com/boxscores/202101200LAC.html,3.83,1,3,1,1,0,0,0,0,0,0,0,0,0,0,3,1.3,-4,.333,,1.000
2021-01-20,202101200LAC,SAC,Q2,Cory Joseph,https://www.basketball-reference.com/boxscores/202101200LAC.html,3.83,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,-0.1,-4,.000,,
2021-01-20,202101200LAC,SAC,Q2,Chimezie Metu,https://www.basketball-reference.com/boxscores/202101200LAC.html,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-4,,,
2021-01-20,202101200LAC,SAC,Q2,Justin James,https://www.basketball-reference.com/boxscores/202101200LAC.html,1.93,1,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1.3,-4,.500,,
2021-01-20,202101200LAC,SAC,Q3,Richaun Holmes,https://www.basketball-reference.com/boxscores/202101200LAC.html,9.8,2,3,0,0,0,0,1,2,3,0,0,1,1,1,4,3.3,-8,.667,,
2021-01-20,202101200LAC,SAC,Q3,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202101200LAC.html,10.47,2,5,1,2,0,0,0,2,2,2,0,0,1,0,5,3.3,-11,.400,,.500
2021-01-20,202101200LAC,SAC,Q3,Harrison Barnes,https://www.basketball-reference.com/boxscores/202101200LAC.html,9.8,1,2,1,1,0,0,0,2,2,0,0,0,0,0,3,2.6,-8,.500,,1.000
2021-01-20,202101200LAC,SAC,Q3,Marvin Bagley III,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.45,1,3,1,2,0,0,0,0,0,0,0,0,0,0,3,1.3,-12,.333,,.500
2021-01-20,202101200LAC,SAC,Q3,Buddy Hield,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.45,1,3,0,1,0,0,0,0,0,1,1,0,2,0,2,0.0,-12,.333,,.000
2021-01-20,202101200LAC,SAC,Q3,Tyrese Haliburton,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.55,0,4,0,3,0,0,1,1,2,0,0,0,0,2,0,-2.6,-3,.000,,.000
2021-01-20,202101200LAC,SAC,Q3,Glenn Robinson III,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.55,1,2,0,0,0,0,0,1,1,1,0,0,0,1,2,1.6,-3,.500,,
2021-01-20,202101200LAC,SAC,Q3,Cory Joseph,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-7,.000,,
2021-01-20,202101200LAC,SAC,Q3,Chimezie Metu,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7,-7,.000,,
2021-01-20,202101200LAC,SAC,Q3,Justin James,https://www.basketball-reference.com/boxscores/202101200LAC.html,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,,,
2021-01-20,202101200LAC,SAC,Q4,Richaun Holmes,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.83,1,2,0,0,0,0,0,1,1,0,1,0,1,1,2,0.9,-8,.500,,
2021-01-20,202101200LAC,SAC,Q4,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.08,1,2,0,0,1,3,0,0,0,1,0,0,2,0,3,-0.1,-3,.500,.333,
2021-01-20,202101200LAC,SAC,Q4,Harrison Barnes,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.08,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,-0.1,-3,.000,,
2021-01-20,202101200LAC,SAC,Q4,Marvin Bagley III,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.08,0,0,0,0,1,2,0,4,4,0,0,0,0,1,1,1.4,-3,,.500,
2021-01-20,202101200LAC,SAC,Q4,Buddy Hield,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.43,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,-2.5,+4,.000,,.000
2021-01-20,202101200LAC,SAC,Q4,Tyrese Haliburton,https://www.basketball-reference.com/boxscores/202101200LAC.html,10.48,2,3,1,2,0,0,0,0,0,1,0,0,1,0,5,3.4,+1,.667,,.500
2021-01-20,202101200LAC,SAC,Q4,Glenn Robinson III,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.92,3,4,2,2,0,0,0,1,1,1,0,0,1,0,8,6.4,+4,.750,,1.000
2021-01-20,202101200LAC,SAC,Q4,Cory Joseph,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.92,1,2,0,0,0,0,0,2,2,2,3,0,0,1,2,5.6,+4,.500,,
2021-01-20,202101200LAC,SAC,Q4,Chimezie Metu,https://www.basketball-reference.com/boxscores/202101200LAC.html,4.17,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,-0.1,+9,.000,,
2021-01-20,202101200LAC,LAC,Q1,Kawhi Leonard,https://www.basketball-reference.com/boxscores/202101200LAC.html,12.0,5,7,0,1,0,0,0,0,0,1,1,0,0,0,10,8.8,-4,.714,,.000
2021-01-20,202101200LAC,LAC,Q1,Paul George,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.63,1,3,0,1,1,2,0,1,1,2,0,0,0,0,3,2.6,-1,.333,.500,.000
2021-01-20,202101200LAC,LAC,Q1,Nicolas Batum,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.63,2,4,2,3,0,0,0,1,1,0,0,0,1,0,6,3.3,-1,.500,,.667
2021-01-20,202101200LAC,LAC,Q1,Patrick Beverley,https://www.basketball-reference.com/boxscores/202101200LAC.html,8.82,1,4,1,3,0,0,0,1,1,0,1,0,1,1,3,0.5,-6,.250,,.333
2021-01-20,202101200LAC,LAC,Q1,Serge Ibaka,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.47,0,2,0,1,0,0,1,3,4,0,0,0,0,0,0,0.2,-3,.000,,.000
2021-01-20,202101200LAC,LAC,Q1,Marcus Morris,https://www.basketball-reference.com/boxscores/202101200LAC.html,4.37,1,2,1,1,0,0,0,1,1,0,0,0,0,1,3,1.9,-3,.500,,1.000
2021-01-20,202101200LAC,LAC,Q1,Luke Kennard,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.8,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.6,0,,,
2021-01-20,202101200LAC,LAC,Q1,Ivica Zubac,https://www.basketball-reference.com/boxscores/202101200LAC.html,4.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-1,,,
2021-01-20,202101200LAC,LAC,Q1,Lou Williams,https://www.basketball-reference.com/boxscores/202101200LAC.html,1.5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.0,-1,.000,,
2021-01-20,202101200LAC,LAC,Q1,Terance Mann,https://www.basketball-reference.com/boxscores/202101200LAC.html,0.25,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.4,0,.000,,.000
2021-01-20,202101200LAC,LAC,Q2,Kawhi Leonard,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.78,2,4,2,2,0,0,0,1,1,1,2,0,3,0,6,4.0,+1,.500,,1.000
2021-01-20,202101200LAC,LAC,Q2,Paul George,https://www.basketball-reference.com/boxscores/202101200LAC.html,9.15,3,4,1,1,0,0,0,2,2,6,1,1,1,2,7,10.1,+14,.750,,1.000
2021-01-20,202101200LAC,LAC,Q2,Nicolas Batum,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.15,2,2,1,1,0,0,0,1,1,0,0,0,0,0,5,4.7,+6,1.000,,1.000
2021-01-20,202101200LAC,LAC,Q2,Patrick Beverley,https://www.basketball-reference.com/boxscores/202101200LAC.html,4.65,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,-0.5,+1,,,
2021-01-20,202101200LAC,LAC,Q2,Serge Ibaka,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.78,0,0,0,0,2,2,0,0,0,0,1,0,1,0,2,2.0,+1,,1.000,
2021-01-20,202101200LAC,LAC,Q2,Marcus Morris,https://www.basketball-reference.com/boxscores/202101200LAC.html,9.07,1,4,1,3,2,2,0,3,3,1,0,0,1,0,5,3.2,+3,.250,1.000,.333
2021-01-20,202101200LAC,LAC,Q2,Luke Kennard,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.35,3,3,1,1,0,0,0,2,2,0,0,0,0,0,7,6.7,+8,1.000,,1.000
2021-01-20,202101200LAC,LAC,Q2,Ivica Zubac,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.22,2,3,0,0,0,0,2,0,2,1,0,1,0,0,4,5.5,+8,.667,,
2021-01-20,202101200LAC,LAC,Q2,Lou Williams,https://www.basketball-reference.com/boxscores/202101200LAC.html,4.85,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0.3,+3,.000,,.000
2021-01-20,202101200LAC,LAC,Q3,Kawhi Leonard,https://www.basketball-reference.com/boxscores/202101200LAC.html,12.0,4,6,1,1,3,3,0,1,1,3,2,0,0,0,12,13.8,+15,.667,1.000,1.000
2021-01-20,202101200LAC,LAC,Q3,Paul George,https://www.basketball-reference.com/boxscores/202101200LAC.html,8.17,3,5,1,2,0,0,0,3,3,3,0,1,2,0,7,6.4,+4,.600,,.500
2021-01-20,202101200LAC,LAC,Q3,Nicolas Batum,https://www.basketball-reference.com/boxscores/202101200LAC.html,8.78,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,4.0,+4,,,
2021-01-20,202101200LAC,LAC,Q3,Patrick Beverley,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.75,1,2,1,1,0,0,0,0,0,0,0,1,0,1,3,2.3,+19,.500,,1.000
2021-01-20,202101200LAC,LAC,Q3,Serge Ibaka,https://www.basketball-reference.com/boxscores/202101200LAC.html,8.17,1,3,0,0,2,2,0,2,2,1,0,1,1,0,4,3.3,+4,.333,1.000,
2021-01-20,202101200LAC,LAC,Q3,Marcus Morris,https://www.basketball-reference.com/boxscores/202101200LAC.html,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+11,,,
2021-01-20,202101200LAC,LAC,Q3,Luke Kennard,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.55,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,-0.5,+3,.000,,.000
2021-01-20,202101200LAC,LAC,Q3,Ivica Zubac,https://www.basketball-reference.com/boxscores/202101200LAC.html,3.83,2,2,0,0,1,1,1,3,4,0,0,0,0,0,5,6.0,+11,1.000,1.000,
2021-01-20,202101200LAC,LAC,Q3,Lou Williams,https://www.basketball-reference.com/boxscores/202101200LAC.html,1.53,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,2.0,+4,.500,,.500
2021-01-20,202101200LAC,LAC,Q4,Kawhi Leonard,https://www.basketball-reference.com/boxscores/202101200LAC.html,5.2,2,5,0,1,0,0,0,1,1,0,1,0,0,0,4,2.6,+6,.400,,.000
2021-01-20,202101200LAC,LAC,Q4,Paul George,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.43,1,2,0,1,0,0,0,1,1,1,0,0,3,1,2,-1.4,-4,.500,,.000
2021-01-20,202101200LAC,LAC,Q4,Nicolas Batum,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.68,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,+1,.000,,.000
2021-01-20,202101200LAC,LAC,Q4,Patrick Beverley,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.87,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-4,,,
2021-01-20,202101200LAC,LAC,Q4,Serge Ibaka,https://www.basketball-reference.com/boxscores/202101200LAC.html,1.73,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1.3,+2,.000,1.000,
2021-01-20,202101200LAC,LAC,Q4,Marcus Morris,https://www.basketball-reference.com/boxscores/202101200LAC.html,9.67,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.8,-5,.000,,.000
2021-01-20,202101200LAC,LAC,Q4,Luke Kennard,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.17,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0.6,-4,.500,,.000
2021-01-20,202101200LAC,LAC,Q4,Ivica Zubac,https://www.basketball-reference.com/boxscores/202101200LAC.html,7.93,0,0,0,0,2,2,1,4,5,0,0,0,1,2,2,2.1,-7,,1.000,
2021-01-20,202101200LAC,LAC,Q4,Lou Williams,https://www.basketball-reference.com/boxscores/202101200LAC.html,6.68,1,3,1,1,0,0,0,0,0,0,0,0,0,0,3,1.3,-4,.333,,1.000
2021-01-20,202101200LAC,LAC,Q4,Terance Mann,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.63,0,0,0,0,2,2,0,2,2,1,0,0,0,0,2,3.3,+2,,1.000,
2021-01-20,202101200LAC,LAC,Q4,Mfiondu Kabengele,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.33,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3.0,+4,1.000,,1.000
2021-01-20,202101200LAC,LAC,Q4,Reggie Jackson,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.33,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.7,+4,.000,,.000
2021-01-20,202101200LAC,LAC,Q4,Daniel Oturu,https://www.basketball-reference.com/boxscores/202101200LAC.html,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,+4,,,
