game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-01-01,202301010MEM,SAC,https://www.basketball-reference.com/boxscores/202301010MEM.html,100.0,0.484,13.5,28.0,0.156,108.0
2023-01-01,202301010MEM,MEM,https://www.basketball-reference.com/boxscores/202301010MEM.html,100.0,0.51,9.8,38.9,0.16,118.0
