game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2024-01-10,202401100CHO,SAC,https://www.basketball-reference.com/boxscores/202401100CHO.html,33,38,24,28,123
2024-01-10,202401100CHO,CHO,https://www.basketball-reference.com/boxscores/202401100CHO.html,28,31,21,18,98
