game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2025-01-27,202501270MIA,ORL,https://www.basketball-reference.com/boxscores/202501270MIA.html,29,30,29,20,8,3,119
2025-01-27,202501270MIA,MIA,https://www.basketball-reference.com/boxscores/202501270MIA.html,27,28,24,29,8,9,125
