game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2025-01-06,202501060SAC,MIA,https://www.basketball-reference.com/boxscores/202501060SAC.html,28,19,31,24,10,6,118
2025-01-06,202501060SAC,SAC,https://www.basketball-reference.com/boxscores/202501060SAC.html,23,27,18,34,10,11,123
