game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2025-02-25,202502250MEM,PHO,https://www.basketball-reference.com/boxscores/202502250MEM.html,34,28,41,34,11,148
2025-02-25,202502250MEM,MEM,https://www.basketball-reference.com/boxscores/202502250MEM.html,31,27,43,36,14,151
