game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,ft_pct,fg3_pct
2024-12-08,202412080GSW,MIN,Q1,Rudy Gobert,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.42,0,0,0,0,0,0,0,3,3,1,0,2,1,0,0,2.0,+7,,,
2024-12-08,202412080GSW,MIN,Q1,Julius Randle,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.88,1,3,0,0,2,2,1,2,3,1,0,1,0,0,4,5.0,+6,.333,1.000,
2024-12-08,202412080GSW,MIN,Q1,Anthony Edwards,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.6,3,4,1,2,0,0,0,1,1,1,0,0,1,1,7,5.0,+8,.750,,.500
2024-12-08,202412080GSW,MIN,Q1,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.08,2,4,0,1,0,0,0,1,1,0,2,0,0,0,4,4.3,+9,.500,,.000
2024-12-08,202412080GSW,MIN,Q1,Mike Conley,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,2.0,+4,.500,,.500
2024-12-08,202412080GSW,MIN,Q1,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202412080GSW.html,4.92,1,1,1,1,1,2,0,0,0,1,0,1,1,0,4,3.7,+2,1.000,.500,1.000
2024-12-08,202412080GSW,MIN,Q1,Naz Reid,https://www.basketball-reference.com/boxscores/202412080GSW.html,5.7,1,3,1,3,0,0,0,2,2,2,0,1,0,0,3,4.0,+5,.333,,.333
2024-12-08,202412080GSW,MIN,Q1,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202412080GSW.html,3.7,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1.7,+3,.500,,.000
2024-12-08,202412080GSW,MIN,Q1,Josh Minott,https://www.basketball-reference.com/boxscores/202412080GSW.html,2.4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,2.3,+1,1.000,,1.000
2024-12-08,202412080GSW,MIN,Q2,Rudy Gobert,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.85,1,1,0,0,0,0,0,2,2,0,0,1,0,1,2,2.6,-4,1.000,,
2024-12-08,202412080GSW,MIN,Q2,Julius Randle,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.62,2,5,2,4,0,0,0,3,3,2,0,0,2,1,6,3.2,+4,.400,,.500
2024-12-08,202412080GSW,MIN,Q2,Anthony Edwards,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.2,0,0,0,0,2,2,0,0,0,2,0,0,1,1,2,2.0,+1,,1.000,
2024-12-08,202412080GSW,MIN,Q2,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.62,1,2,1,1,0,0,1,2,3,2,0,0,0,2,3,3.9,+4,.500,,1.000
2024-12-08,202412080GSW,MIN,Q2,Mike Conley,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.47,1,1,1,1,0,0,1,0,1,1,1,0,0,0,3,5.1,+2,1.000,,1.000
2024-12-08,202412080GSW,MIN,Q2,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202412080GSW.html,4.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-2,1.000,,
2024-12-08,202412080GSW,MIN,Q2,Naz Reid,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.53,2,3,0,1,0,1,0,1,1,0,0,0,2,0,4,0.6,0,.667,.000,.000
2024-12-08,202412080GSW,MIN,Q2,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.03,2,6,2,6,0,0,0,1,1,1,1,0,1,0,6,3.6,-7,.333,,.333
2024-12-08,202412080GSW,MIN,Q2,Josh Minott,https://www.basketball-reference.com/boxscores/202412080GSW.html,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+2,,,
2024-12-08,202412080GSW,MIN,Q3,Rudy Gobert,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.62,0,1,0,0,2,2,0,0,0,0,0,0,1,1,2,-0.1,-10,.000,1.000,
2024-12-08,202412080GSW,MIN,Q3,Julius Randle,https://www.basketball-reference.com/boxscores/202412080GSW.html,10.15,1,2,0,0,2,2,0,1,1,0,0,0,0,0,4,3.3,-10,.500,1.000,
2024-12-08,202412080GSW,MIN,Q3,Anthony Edwards,https://www.basketball-reference.com/boxscores/202412080GSW.html,10.15,6,8,3,3,0,0,0,2,2,0,0,0,2,0,15,10.4,-10,.750,,1.000
2024-12-08,202412080GSW,MIN,Q3,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.37,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.4,-8,.000,,.000
2024-12-08,202412080GSW,MIN,Q3,Mike Conley,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.62,1,2,1,1,3,3,0,0,0,2,0,0,0,1,6,6.0,-10,.500,1.000,1.000
2024-12-08,202412080GSW,MIN,Q3,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.23,1,2,1,2,0,0,0,0,0,0,0,0,0,1,3,1.6,-4,.500,,.500
2024-12-08,202412080GSW,MIN,Q3,Naz Reid,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.23,0,2,0,2,2,2,0,3,3,0,0,0,0,2,2,0.7,-4,.000,1.000,.000
2024-12-08,202412080GSW,MIN,Q3,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202412080GSW.html,5.63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-4,.000,,.000
2024-12-08,202412080GSW,MIN,Q4,Rudy Gobert,https://www.basketball-reference.com/boxscores/202412080GSW.html,12.0,0,1,0,0,0,2,1,3,4,0,1,0,0,1,0,0.7,-5,.000,.000,
2024-12-08,202412080GSW,MIN,Q4,Julius Randle,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.62,0,4,0,0,0,0,2,2,4,1,0,1,0,1,0,0.2,-2,.000,,
2024-12-08,202412080GSW,MIN,Q4,Anthony Edwards,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.62,1,7,1,4,0,0,0,2,2,3,1,0,2,1,3,-0.2,-2,.143,,.250
2024-12-08,202412080GSW,MIN,Q4,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202412080GSW.html,12.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,-5,.500,,
2024-12-08,202412080GSW,MIN,Q4,Mike Conley,https://www.basketball-reference.com/boxscores/202412080GSW.html,3.48,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0,-1.5,-5,.000,,.000
2024-12-08,202412080GSW,MIN,Q4,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.52,4,5,2,2,0,0,1,0,1,0,0,0,0,0,10,8.8,0,.800,,1.000
2024-12-08,202412080GSW,MIN,Q4,Naz Reid,https://www.basketball-reference.com/boxscores/202412080GSW.html,2.38,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1.3,-3,,.500,
2024-12-08,202412080GSW,MIN,Q4,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202412080GSW.html,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,,,
2024-12-08,202412080GSW,GSW,Q1,Jonathan Kuminga,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.3,2,6,0,1,0,0,0,1,1,1,0,0,1,0,4,0.6,-6,.333,,.000
2024-12-08,202412080GSW,GSW,Q1,Stephen Curry,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.5,1,4,1,3,1,1,0,1,1,3,1,0,1,0,4,4.0,-4,.250,1.000,.333
2024-12-08,202412080GSW,GSW,Q1,Buddy Hield,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.3,0,2,0,2,0,0,0,1,1,1,0,0,0,1,0,-0.8,-6,.000,,.000
2024-12-08,202412080GSW,GSW,Q1,Draymond Green,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.3,2,4,0,1,0,0,0,2,2,2,0,0,1,0,4,3.0,-6,.500,,.000
2024-12-08,202412080GSW,GSW,Q1,Gary Payton II,https://www.basketball-reference.com/boxscores/202412080GSW.html,4.73,1,1,0,0,0,0,1,0,1,0,0,0,1,2,2,0.6,-5,1.000,,
2024-12-08,202412080GSW,GSW,Q1,Lindy Waters III,https://www.basketball-reference.com/boxscores/202412080GSW.html,3.7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,-3,.000,,.000
2024-12-08,202412080GSW,GSW,Q1,Kevon Looney,https://www.basketball-reference.com/boxscores/202412080GSW.html,3.7,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2.7,-3,1.000,,
2024-12-08,202412080GSW,GSW,Q1,Brandin Podziemski,https://www.basketball-reference.com/boxscores/202412080GSW.html,5.7,0,1,0,1,0,0,2,1,3,0,0,0,0,0,0,1.0,-5,.000,,.000
2024-12-08,202412080GSW,GSW,Q1,Kyle Anderson,https://www.basketball-reference.com/boxscores/202412080GSW.html,3.7,1,2,1,1,0,0,0,0,0,0,0,0,0,1,3,1.6,-3,.500,,1.000
2024-12-08,202412080GSW,GSW,Q1,Moses Moody,https://www.basketball-reference.com/boxscores/202412080GSW.html,5.07,1,4,0,2,0,0,0,1,1,0,0,0,0,0,2,-0.1,-4,.250,,.000
2024-12-08,202412080GSW,GSW,Q2,Jonathan Kuminga,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.28,0,3,0,1,2,2,1,1,2,0,0,0,0,1,2,0.5,+2,.000,1.000,.000
2024-12-08,202412080GSW,GSW,Q2,Stephen Curry,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.38,5,8,3,6,2,3,0,2,2,0,0,0,1,0,15,10.6,-1,.625,.667,.500
2024-12-08,202412080GSW,GSW,Q2,Buddy Hield,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.7,3,5,2,4,0,0,0,0,0,1,3,0,1,0,8,8.4,+5,.600,,.500
2024-12-08,202412080GSW,GSW,Q2,Draymond Green,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,-1.4,-4,,,
2024-12-08,202412080GSW,GSW,Q2,Gary Payton II,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.2,0,1,0,1,0,0,1,1,2,0,0,1,0,1,0,0.6,-4,.000,,.000
2024-12-08,202412080GSW,GSW,Q2,Lindy Waters III,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.72,0,2,0,1,0,0,0,1,1,1,0,0,0,1,0,-0.8,+2,.000,,.000
2024-12-08,202412080GSW,GSW,Q2,Kevon Looney,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.82,0,2,0,0,0,0,3,1,4,0,0,0,0,0,0,1.0,-1,.000,,
2024-12-08,202412080GSW,GSW,Q2,Brandin Podziemski,https://www.basketball-reference.com/boxscores/202412080GSW.html,4.9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,3.4,+1,1.000,,1.000
2024-12-08,202412080GSW,GSW,Q3,Jonathan Kuminga,https://www.basketball-reference.com/boxscores/202412080GSW.html,10.15,4,5,1,2,2,4,0,0,0,1,2,1,0,0,11,11.7,+10,.800,.500,.500
2024-12-08,202412080GSW,GSW,Q3,Stephen Curry,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.63,2,3,1,1,4,5,0,1,1,2,0,0,0,0,9,9.0,+12,.667,.800,1.000
2024-12-08,202412080GSW,GSW,Q3,Buddy Hield,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.75,4,6,3,4,0,0,0,2,2,0,0,0,0,1,11,8.6,+8,.667,,.750
2024-12-08,202412080GSW,GSW,Q3,Draymond Green,https://www.basketball-reference.com/boxscores/202412080GSW.html,4.82,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,1.2,+6,,,
2024-12-08,202412080GSW,GSW,Q3,Gary Payton II,https://www.basketball-reference.com/boxscores/202412080GSW.html,5.77,2,2,0,0,0,0,0,0,0,2,0,0,0,0,4,4.8,+8,1.000,,
2024-12-08,202412080GSW,GSW,Q3,Lindy Waters III,https://www.basketball-reference.com/boxscores/202412080GSW.html,6.23,0,1,0,1,0,0,0,2,2,2,0,0,0,1,0,0.9,+4,.000,,.000
2024-12-08,202412080GSW,GSW,Q3,Kevon Looney,https://www.basketball-reference.com/boxscores/202412080GSW.html,7.18,3,3,0,0,0,0,1,1,2,0,0,0,0,0,6,6.1,+6,1.000,,
2024-12-08,202412080GSW,GSW,Q3,Brandin Podziemski,https://www.basketball-reference.com/boxscores/202412080GSW.html,5.62,1,2,1,1,0,0,0,0,0,1,0,0,0,2,3,1.9,+4,.500,,1.000
2024-12-08,202412080GSW,GSW,Q3,Kyle Anderson,https://www.basketball-reference.com/boxscores/202412080GSW.html,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+2,,,
2024-12-08,202412080GSW,GSW,Q4,Jonathan Kuminga,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.43,1,2,0,0,1,2,0,4,4,0,0,2,2,1,3,1.8,+2,.500,.500,
2024-12-08,202412080GSW,GSW,Q4,Stephen Curry,https://www.basketball-reference.com/boxscores/202412080GSW.html,8.08,0,3,0,1,2,2,0,0,0,3,0,0,1,0,2,1.0,+7,.000,1.000,.000
2024-12-08,202412080GSW,GSW,Q4,Buddy Hield,https://www.basketball-reference.com/boxscores/202412080GSW.html,9.82,3,5,2,3,0,0,1,0,1,0,0,0,0,0,8,6.4,+10,.600,,.667
