game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2022-03-08,202203080GSW,LAC,Reggie Jackson,https://www.basketball-reference.com/boxscores/202203080GSW.html,28.02,2,14,.143,1,5,.200,0,0,2,2,4,7,0,0,2,0,5,0.9,-13,
2022-03-08,202203080GSW,LAC,Terance Mann,https://www.basketball-reference.com/boxscores/202203080GSW.html,27.5,2,9,.222,1,3,.333,2,2,1,6,7,2,0,1,2,2,7,3.3,-22,1.000
2022-03-08,202203080GSW,LAC,Nicolas Batum,https://www.basketball-reference.com/boxscores/202203080GSW.html,26.65,6,11,.545,3,7,.429,2,5,1,5,6,1,2,0,0,2,17,14.6,-22,.400
2022-03-08,202203080GSW,LAC,Marcus Morris,https://www.basketball-reference.com/boxscores/202203080GSW.html,23.38,4,11,.364,0,3,.000,3,3,0,4,4,0,0,1,1,2,11,5.0,-9,1.000
2022-03-08,202203080GSW,LAC,Ivica Zubac,https://www.basketball-reference.com/boxscores/202203080GSW.html,22.48,0,6,.000,0,0,,4,4,3,6,9,2,3,0,4,1,4,3.7,-16,1.000
2022-03-08,202203080GSW,LAC,Amir Coffey,https://www.basketball-reference.com/boxscores/202203080GSW.html,29.73,3,11,.273,0,4,.000,3,3,0,2,2,2,2,0,2,0,9,4.5,-8,1.000
2022-03-08,202203080GSW,LAC,Isaiah Hartenstein,https://www.basketball-reference.com/boxscores/202203080GSW.html,25.52,4,5,.800,0,1,.000,2,2,3,3,6,4,2,1,0,0,10,16.6,+1,1.000
2022-03-08,202203080GSW,LAC,Brandon Boston Jr.,https://www.basketball-reference.com/boxscores/202203080GSW.html,18.12,3,8,.375,2,5,.400,2,2,0,1,1,2,2,0,1,4,10,6.7,+4,1.000
2022-03-08,202203080GSW,LAC,Luke Kennard,https://www.basketball-reference.com/boxscores/202203080GSW.html,16.8,4,11,.364,3,8,.375,0,0,2,1,3,0,0,0,1,0,11,5.6,-14,
2022-03-08,202203080GSW,LAC,Rodney Hood,https://www.basketball-reference.com/boxscores/202203080GSW.html,10.9,4,6,.667,2,3,.667,0,0,0,1,1,1,1,0,0,0,10,9.4,+12,
2022-03-08,202203080GSW,LAC,Semi Ojeleye,https://www.basketball-reference.com/boxscores/202203080GSW.html,10.9,1,1,1.000,0,0,,1,2,0,4,4,2,0,0,0,1,3,4.5,+12,.500
2022-03-08,202203080GSW,GSW,Stephen Curry,https://www.basketball-reference.com/boxscores/202203080GSW.html,35.05,5,12,.417,1,6,.167,4,4,0,5,5,5,3,0,4,4,15,11.0,+6,1.000
2022-03-08,202203080GSW,GSW,Klay Thompson,https://www.basketball-reference.com/boxscores/202203080GSW.html,33.7,9,23,.391,2,9,.222,0,0,1,4,5,1,0,2,0,1,20,11.1,+6,
2022-03-08,202203080GSW,GSW,Andrew Wiggins,https://www.basketball-reference.com/boxscores/202203080GSW.html,31.15,6,14,.429,2,5,.400,0,0,2,9,11,3,0,3,5,3,14,8.7,+14,
2022-03-08,202203080GSW,GSW,Moses Moody,https://www.basketball-reference.com/boxscores/202203080GSW.html,29.97,4,6,.667,1,3,.333,1,1,1,7,8,3,1,0,1,4,10,10.7,+6,1.000
2022-03-08,202203080GSW,GSW,Kevon Looney,https://www.basketball-reference.com/boxscores/202203080GSW.html,21.22,3,7,.429,0,0,,1,2,3,3,6,6,1,0,0,1,7,10.7,+8,.500
2022-03-08,202203080GSW,GSW,Jordan Poole,https://www.basketball-reference.com/boxscores/202203080GSW.html,29.77,8,13,.615,4,6,.667,0,0,0,3,3,4,2,0,3,1,20,16.4,+14,
2022-03-08,202203080GSW,GSW,Jonathan Kuminga,https://www.basketball-reference.com/boxscores/202203080GSW.html,26.02,7,12,.583,2,3,.667,5,6,2,4,6,6,0,0,0,1,21,21.4,+10,.833
2022-03-08,202203080GSW,GSW,Nemanja Bjelica,https://www.basketball-reference.com/boxscores/202203080GSW.html,19.2,2,5,.400,1,2,.500,0,0,1,3,4,3,1,1,2,2,5,4.9,+12,
2022-03-08,202203080GSW,GSW,Juan Toscano-Anderson,https://www.basketball-reference.com/boxscores/202203080GSW.html,11.03,0,0,,0,0,,0,0,0,3,3,0,0,0,1,1,0,-0.5,-1,
2022-03-08,202203080GSW,GSW,Chris Chiozza,https://www.basketball-reference.com/boxscores/202203080GSW.html,1.45,0,0,,0,0,,0,0,0,0,0,2,0,0,0,1,0,1.0,0,
2022-03-08,202203080GSW,GSW,Quinndary Weatherspoon,https://www.basketball-reference.com/boxscores/202203080GSW.html,1.45,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,-0.4,0,
