game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2020-01-27,202001270MIA,ORL,Aaron Gordon,https://www.basketball-reference.com/boxscores/202001270MIA.html,33.8,6,15,.400,1,3,.333,0,0,1,6,7,0,0,1,0,0,13,8.1,-28,
2020-01-27,202001270MIA,ORL,Nikola Vučević,https://www.basketball-reference.com/boxscores/202001270MIA.html,32.82,5,15,.333,2,5,.400,1,1,3,9,12,4,1,1,0,2,13,13.0,-16,1.000
2020-01-27,202001270MIA,ORL,Evan Fournier,https://www.basketball-reference.com/boxscores/202001270MIA.html,30.63,3,13,.231,1,7,.143,2,2,1,3,4,8,1,0,2,3,9,6.1,-21,1.000
2020-01-27,202001270MIA,ORL,Markelle Fultz,https://www.basketball-reference.com/boxscores/202001270MIA.html,29.13,5,12,.417,0,2,.000,2,4,0,4,4,7,2,0,2,2,12,10.1,-16,.500
2020-01-27,202001270MIA,ORL,Khem Birch,https://www.basketball-reference.com/boxscores/202001270MIA.html,26.1,2,4,.500,0,0,,3,3,2,2,4,0,1,0,0,0,7,8.0,-18,1.000
2020-01-27,202001270MIA,ORL,Terrence Ross,https://www.basketball-reference.com/boxscores/202001270MIA.html,28.32,4,14,.286,3,10,.300,0,0,0,3,3,0,0,1,0,2,11,3.6,-8,
2020-01-27,202001270MIA,ORL,Michael Carter-Williams,https://www.basketball-reference.com/boxscores/202001270MIA.html,21.0,3,6,.500,0,1,.000,3,3,1,0,1,1,0,1,0,0,9,8.1,-4,1.000
2020-01-27,202001270MIA,ORL,Wes Iwundu,https://www.basketball-reference.com/boxscores/202001270MIA.html,15.47,2,5,.400,2,5,.400,0,0,1,0,1,2,1,0,0,1,6,6.0,+5,
2020-01-27,202001270MIA,ORL,Mo Bamba,https://www.basketball-reference.com/boxscores/202001270MIA.html,12.67,3,3,1.000,2,2,1.000,2,2,2,1,3,1,0,2,1,3,10,10.7,-7,1.000
2020-01-27,202001270MIA,ORL,B.J. Johnson,https://www.basketball-reference.com/boxscores/202001270MIA.html,2.52,0,1,.000,0,1,.000,2,2,0,2,2,0,0,0,0,0,2,1.9,+2,1.000
2020-01-27,202001270MIA,ORL,Melvin Frazier,https://www.basketball-reference.com/boxscores/202001270MIA.html,2.52,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,+2,
2020-01-27,202001270MIA,ORL,Amile Jefferson,https://www.basketball-reference.com/boxscores/202001270MIA.html,2.52,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,1.0,+2,
2020-01-27,202001270MIA,ORL,Vic Law,https://www.basketball-reference.com/boxscores/202001270MIA.html,2.52,0,1,.000,0,1,.000,0,2,0,0,0,0,0,0,0,0,0,-1.5,+2,.000
2020-01-27,202001270MIA,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202001270MIA.html,33.42,7,11,.636,6,9,.667,1,1,0,5,5,1,0,0,3,4,21,13.7,+25,1.000
2020-01-27,202001270MIA,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/202001270MIA.html,32.28,10,16,.625,0,1,.000,0,0,0,10,10,10,1,0,1,0,20,22.8,+16,
2020-01-27,202001270MIA,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/202001270MIA.html,30.43,7,11,.636,0,0,,5,5,2,1,3,7,1,1,0,1,19,22.0,+20,1.000
2020-01-27,202001270MIA,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/202001270MIA.html,30.03,4,11,.364,2,5,.400,3,3,0,4,4,1,0,3,2,0,13,8.9,+12,1.000
2020-01-27,202001270MIA,MIA,Meyers Leonard,https://www.basketball-reference.com/boxscores/202001270MIA.html,20.02,2,2,1.000,1,1,1.000,0,0,0,8,8,0,0,0,0,2,5,6.0,+24,
2020-01-27,202001270MIA,MIA,Goran Dragić,https://www.basketball-reference.com/boxscores/202001270MIA.html,25.77,5,9,.556,4,6,.667,0,0,0,0,0,5,0,0,2,3,14,10.0,+6,
2020-01-27,202001270MIA,MIA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202001270MIA.html,24.77,2,6,.333,0,1,.000,4,5,0,3,3,2,0,3,0,4,8,7.0,+2,.800
2020-01-27,202001270MIA,MIA,Derrick Jones Jr.,https://www.basketball-reference.com/boxscores/202001270MIA.html,22.3,3,6,.500,0,2,.000,2,2,1,1,2,1,0,0,0,1,8,6.3,-1,1.000
2020-01-27,202001270MIA,MIA,James Johnson,https://www.basketball-reference.com/boxscores/202001270MIA.html,13.0,1,3,.333,0,0,,0,0,0,4,4,2,0,2,2,2,2,1.5,+4,
2020-01-27,202001270MIA,MIA,Dion Waiters,https://www.basketball-reference.com/boxscores/202001270MIA.html,5.58,1,3,.333,1,2,.500,0,0,0,2,2,2,0,0,0,0,3,3.3,+1,
2020-01-27,202001270MIA,MIA,Chris Silva,https://www.basketball-reference.com/boxscores/202001270MIA.html,1.2,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,-0.4,-2,
2020-01-27,202001270MIA,MIA,Gabe Vincent,https://www.basketball-reference.com/boxscores/202001270MIA.html,1.2,0,1,.000,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,-2,
