game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-04-07,202104070ATL,MEM,https://www.basketball-reference.com/boxscores/202104070ATL.html,29,38,43,21,131
2021-04-07,202104070ATL,ATL,https://www.basketball-reference.com/boxscores/202104070ATL.html,34,30,23,26,113
